Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
Color Cubes Home Day Care,3234,N Sacramento Ave,,,,Chicago,,Active,Childcare and Schools,Home daycare,Yes,2019,Home Hlth Care Services,773-583-3945,,POINT(-87.7027889107981 41.9403861619856),-87.70278891,41.94038616,
Comasight Business Solutions,3754,W School St,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Management  Services,810-357-9008,,POINT(-87.7215712460846 41.9410454808882),-87.72157125,41.94104548,
Company W,3012,N Christiana Ave,,,,Chicago,,Out of Business,Trade Service,Media,Yes,2019,,312-330-6261,,POINT(-87.7112084103243 41.9361289942361),-87.71120841,41.93612899,
Concordia Belmont,2645,W Belmont Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,773-588-4040,,POINT(-87.6942706621675 41.9393261647447),-87.69427066,41.93932616,
Confident Smile,3190,N Elston Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,Ofcs Clns of Dntst,773-267-9777,,POINT(-87.6981280477605 41.9391656540717),-87.69812805,41.93916565,
Considine Law Group,3057,N Troy St,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,Legal  Services,773-510-5609,,POINT(-87.7062930896011 41.9373187546176),-87.70629309,41.93731875,
Contemporary Designs,3219,N Lawndale Ave,,,,Chicago,,Out of Business,Unknown,Unknown,Yes,2019,"called, confirmed",773-490-9459,,POINT(-87.7198355383606 41.9397836120661),-87.71983554,41.93978361,
Cop Web Design,2952,W Belmont Ave,,,,Chicago,,Out of Business,Trade Service,Tech service,No,2019,Data Proc Preparat,773-575-6925,,POINT(-87.7022633604242 41.9393904603125),-87.70226336,41.93939046,
Cornell Bar,3319,W George St,,,,Chicago,,Out of Business,Dining,Bar-grill,Yes,2019,Drinking Places,847-341-4456,,POINT(-87.710782971799 41.9338244926534),-87.71078297,41.93382449,
Corner,2912,N Milwaukee Ave,,,,Chicago,,Active,Arts and Entertainment,Museum,No,2019,,,Info@cornerchicago.com,POINT(-87.7157847014695 41.9341437882812),-87.7157847,41.93414379,
Coronado Insurance Group,2907,W Belmont Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Insurance Agnts Sv,773-654-1317,,POINT(-87.7006933325814 41.9393615466932),-87.70069333,41.93936155,
Corporate Accounting,3017,W Roscoe St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,No,2019,Acctng Audtng Bkp,773-866-2272,,POINT(-87.70348311268 41.9427354884597),-87.70348311,41.94273549,
Corporate Magic,3217,N Rockwell St,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Corporate office,Yes,2019,Entrs Entrtnmnt Gr,773-818-8036,,POINT(-87.6940499290342 41.9399073069196),-87.69404993,41.93990731,
Cosmat Insurance Agency,3601,W Belmont Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,"Called, went to personal voicemail",773-463-2070,,POINT(-87.7175500805473 41.9391984882022),-87.71755008,41.93919849,
Craft Distro,3173,N Elston Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Goods distribution,No,2019,Hobby Toy Game Sh,312-451-6401,,POINT(-87.6973668117955 41.9387625046044),-87.69736681,41.9387625,
Crawford's Food & Spirits,3942,W School St,,,,Chicago,,Active,Dining,Restaurant,No,2019,Drinking Places,773-853-2961,,POINT(-87.7264923348903 41.9409465075467),-87.72649233,41.94094651,
Creative Palette Interiors,2959,N Elston Ave,,,,Chicago,,Out of Business,Trade Service,Building trades,No,2019,Bus  Services  Nec,312-937-1564,,POINT(-87.6921670961313 41.9352076506596),-87.6921671,41.93520765,
Crestone Baking Group,2711,W George St,,,,Chicago,,Active,Retail,Other food,No,2019,Retail Bakeries,773-463-0665,,POINT(-87.6957705001457 41.9338785357999),-87.6957705,41.93387854,
Cricket,3335,W Belmont Ave,,,,Chicago,60618,Active,Retail,Phones,No,2019,,802-273-9973,,POINT(-87.7115465 41.9390173),-87.7115465,41.9390173,
Cristo Viene Ministerio De Restauracion,3612,W Diversey Ave,,,,Chicago,,Active,Religious (except school or residence),Other worship,Yes,2019,,773-547-7160,,POINT(-87.7178015252835 41.9319374860349),-87.71780153,41.93193749,
Cross Country Mortgage,2936,W Belmont Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,No,2019,Mtg Bkrs Corrspndn,773-862-1530,,POINT(-87.7017323608699 41.9393894860567),-87.70173236,41.93938949,
Crossfit Notorious,2710,W Belmont Ave,,,,Chicago,,Active,Fitness,Gym,No,2019,,312-884-9722,Info@crossfitnotorious.com,POINT(-87.6957381931348 41.9394254860675),-87.69573819,41.93942549,
Crossroads Christian Church,2956,N Milwaukee Ave,,,,Chicago,,Out of Business,Religious (except school or residence),Church,No,2019,Religious Organizations,773-772-0400,,POINT(-87.7174257995261 41.9351253426464),-87.7174258,41.93512534,
Crown Liquors,2821,N Milwaukee Ave,,,,Chicago,,Active,Dining,Bar-grill,No,2019,Liquor Stores,773-252-9741,,POINT(-87.7128546018286 41.9324279603024),-87.7128546,41.93242796,
CubeSmart,4100,W Diversey Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Moving and storage,No,2019,Genrl Wrhsg Storag,773-283-6049,,POINT(-87.729493815562 41.9318238154913),-87.72949382,41.93182382,
Cubesmart Self Storage and Logistics,3402,N Kedzie Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Public storage,No,2019,Genrl Wrhsg Storag,800-800-1717,,POINT(-87.7077294517229 41.9430591621273),-87.70772945,41.94305916,
Cumbe Trucking,3426,W Melrose St,,,,Chicago,,Active,"Wholesale, storage and transit",Moving and storage,Yes,2019,Lcl Trckg W/O Strge  Individual small company but works for another company,773-715-5359,,POINT(-87.7137111930627 41.9402004606394),-87.71371119,41.94020046,
Curbside Splendor - Dark House Press,2816,N Kedzie Ave,,,,Chicago,,Out of Business,Trade Service,Media,No,2019,Book Publishing  No online presence or outside presence,224-515-6512,,POINT(-87.7074578775378 41.9326102980825),-87.70745788,41.9326103,
Currency Exchange,3510,N Kedzie Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Currency exchange,No,2019,Fnctns Rltd Dep Bkg,773-588-0303,,POINT(-87.7078142535841 41.9453050605158),-87.70781425,41.94530506,
Currency Exchange,2802,N Western Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Currency exchange,No,2019,Fnctns Rltd Dep Bkg,773-384-3211,,POINT(-87.6880383591354 41.9326019999886),-87.68803836,41.932602,
CVS Pharmacy,3311,N Pulaski Rd,,,,Chicago,,Active,Retail,Drug,No,2019,Drug Proprietry St,773-685-5260,,POINT(-87.7271693250513 41.9412960667766),-87.72716933,41.94129607,
CVS Pharmacy,3235,N Springfield Ave,,,,Chicago,,Active,Retail,Drug,No,2019,Drug Proprietry St,773-685-1442,,POINT(-87.7247266063678 41.9403866437602),-87.72472661,41.94038664,
Cynthias Services,2956,N Gresham Ave,,,,Chicago,,Out of Business,Unknown,Unknown,Yes,2019,Services  Nec,773-307-6350,,POINT(-87.7148427298592 41.9357877371065),-87.71484273,41.93578774,
D-Ferg Ink Productions,3159,N Elston Ave,,,,Chicago,,Active,Retail,Gift-art-ethnic,No,2019,,615-403-5318,,POINT(-87.6969725933195 41.9384904501095),-87.69697259,41.93849045,www.dferginkprodutions.com
D-Ology Allergy-Friendly Bakery,3748,W School St,,,,Chicago,,Out of Business,Dining,Cafe-Bakery-Specialty,Yes,2019,Eating Places,773-216-3981,,POINT(-87.7219921678806 41.9409924821931),-87.72199217,41.94099248,
D's Concepts Consulting,3745,W Eddy St,,,,Chicago,,Out of Business,Social Services & Political Advocacy,Social service,Yes,2019,Bus Consulting Nec,312-509-2645,,POINT(-87.7217800810319 41.9454864815265),-87.72178008,41.94548648,
Daak Janitorial,2903,N Richmond St,,,,Chicago,,Out of Business,Trade Service,Indoor service,Yes,2019,Bldng Maint Svc Ne,773-697-7431,,POINT(-87.7012847573133 41.9340696491596),-87.70128476,41.93406965,
Dada Auto Body,3064,N Avers Ave,,,,Chicago,,Out of Business,Trade Service,Vehicle services,Yes,2019,Tp Bdy Rpr Pnt Sh,773-953-5325,,POINT(-87.7219131574581 41.9367870721267),-87.72191316,41.93678707,
Dainty Elegance,2644,W George St,,,,Chicago,,Out of Business,Trade Service,Equipment rental,Yes,2019,Bus  Services  Nec,312-838-8689,,POINT(-87.6943624187856 41.9339355079324),-87.69436242,41.93393551,
Dan Ksbrger Photo Graphics,3023,N Sawyer Ave,,,,Chicago,,Active,Trade Service,Photo studio,Yes,2019,Commercial Art Gr Dsg,773-267-6634,,POINT(-87.708715064388 41.9364358636765),-87.70871506,41.93643586,
Dance Colective,3025,W Addison St,,,,Chicago,,Active,Fitness,Fitness art,Yes,2019,Indvdl Family Services,773-604-8452,,POINT(-87.7039314465669 41.9465855540063),-87.70393145,41.94658555,
Daniel J. Nickel & Associates,3052,N Haussen CT,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,Yes,2019,,312-345-1850,,POINT(-87.7234909745928 41.936475141757),-87.72349097,41.93647514,
Dante's Pizzaria,2825,N Milwaukee Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-384-8888,,POINT(-87.7129680770153 41.932489985974),-87.71296808,41.93248999,
Danusia Florist,3051,N Milwaukee Ave,,,,Chicago,,Out of Business,Trade Service,Florist,No,2019,Florists,773-486-6613,,POINT(-87.7196779271473 41.9366109275348),-87.71967793,41.93661093,
Dappers East,2901,W Addison St,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-509-9100,,POINT(-87.700931999681 41.9466295489027),-87.700932,41.94662955,
"David J. Herrmann, DDS",2956,N Milwaukee Ave,,,,Chicago,,Out of Business,Health Services,Dentist,No,2019,Ofcs Clns of Dntst,773-342-7244,,POINT(-87.7174257995261 41.9351253426464),-87.7174258,41.93512534,
David Rambhajan,2856,N Campbell Ave,,,,Chicago,,Active,Trade Service,Other repair,Yes,2019,,773-697-0190,,POINT(-87.690429877441 41.9337409866466),-87.69042988,41.93374099,
Dawn S. Beck Body Network,2932,N Milwaukee Ave,,,,Chicago,,Out of Business,Personal Service,Beauty,No,2019,Beauty Shops,312-659-7557,,POINT(-87.7163473172302 41.9344771232348),-87.71634732,41.93447712,
DCT Transport,3313,N Avers Ave,,,,Chicago,,Out of Business,"Wholesale, storage and transit",Other,Yes,2019,Transportation  Services Ne,773-747-1770,,POINT(-87.7235235897258 41.9414042826863),-87.72352359,41.94140428,
DD and D Management,2900,N Sawyer Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Rl Estate Agents Managers,773-406-0173,,POINT(-87.7087189361269 41.9340417174896),-87.70871894,41.93404172,
De Feo Medical,2700,W Belmont Ave,,,,Chicago,,Out of Business,Health Services,Other,No,2019,Hlth Alld Services Ne,973-296-9919,,POINT(-87.6955410838969 41.9394254860675),-87.69554108,41.93942549,
Deal Genius,2828,N Pulaski Rd,,,,Chicago,,Out of Business,Retail,Other,No,2019,Bus  Services  Nec,773-276-1001,,POINT(-87.7270417382298 41.9324117129119),-87.72704174,41.93241171,
Dejuras Management Group,3801,W Belmont Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Corporate office,No,2019,Number not working but active,773-463-7655,,POINT(-87.7222916096025 41.9391245393844),-87.72229161,41.93912454,
Delaware Corporations,3223,N Elston Ave,,,,Chicago,,Active,Retail,Hardware,No,2019,Indl McHnry Eqpt,773-583-4600,,POINT(-87.6989734118502 41.9398783988804),-87.69897341,41.9398784,
Delgado Travel Agency,2914,N Milwaukee Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Currency exchange,No,2019,,773-235-5000,,POINT(-87.7158286650195 41.9341737734958),-87.71582867,41.93417377,
Delta Distributor of Illinois,3065,N Rockwell St,,,,Chicago,,Active,"Wholesale, storage and transit",Goods distribution,No,2019,Dry Exc Dried Cnnd,773-267-8883,,POINT(-87.692873617509 41.9380109473276),-87.69287362,41.93801095,
Dental Chicago,2908,N Spaulding Ave,,,,Chicago,,Out of Business,Health Services,Dentist,No,2019,Hlth Alld Services Ne,773-736-6610,,POINT(-87.7099373777406 41.9341939939608),-87.70993738,41.93419399,
Dental Town,3600,W Belmont Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,Ofcs Clns of Dntst,773-433-8300,,POINT(-87.7177030286059 41.9392565187129),-87.71770303,41.93925652,
Denys Hardwood Flooring,3028,N Christiana Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Floor Covering Strs,773-491-0804,,POINT(-87.7112174105452 41.9365159941961),-87.71121741,41.93651599,
Design Collaboratives,3654,W Diversey Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,Architectural Services,773-227-0007,,POINT(-87.7193730003123 41.9319095113286),-87.719373,41.93190951,
Design Dance,3237,N Troy St,,,,Chicago,,Active,Trade Service,Media,Yes,2019,Bus  Services  Nec,312-361-0864,,POINT(-87.7063965898949 41.9404686182321),-87.70639659,41.94046862,
Designer Previews,3249,N Talman Ave,,,,Chicago,,Out of Business,Retail,Housewares & furnishings,No,2019,Bus  Services  Nec,773-604-4699,,POINT(-87.6948206961244 41.9407005221789),-87.6948207,41.94070052,
Dev Studio X,3021,N Gresham Ave,,,,Chicago,,Active,Trade Service,Tech service,Yes,2019,Data Proc Preparat,773-744-7966,,POINT(-87.7141028109159 41.9363671861171),-87.71410281,41.93636719,
Di Vitas Restaurant,3753,W Belmont Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-588-5868,,POINT(-87.7217126651648 41.9391345138531),-87.72171267,41.93913451,
Digital Native Corporation,2840,N Lawndale Ave,,,,Chicago,,Unknown,Trade Service,Tech service,Yes,2019,No evidence of business,847-323-6660,,POINT(-87.7196888776107 41.9330778264653),-87.71968888,41.93307783,
Dilly Dally Dog Club,3151,N Elston Ave,,,,Chicago,,Active,Trade Service,Animal care,No,2019,,773-865-7025,,POINT(-87.6968046011749 41.9383664832131),-87.6968046,41.93836648,
Dirty Boots Flowers,2939,W Belmont Ave,,,,Chicago,,Active,Trade Service,Florist,No,2019,Moved to 2939 W Belmont Ave,312-371-4530,,POINT(-87.7046617768929 41.9338914601711),-87.70466178,41.93389146,
Distinctive Painting,3758,W Cornelia Ave,,,,Chicago,,Active,Trade Service,Indoor service,Yes,2019,Printing Paper Hangin,773-478-5842,,POINT(-87.7222934996578 41.9446355113797),-87.7222935,41.94463551,
Diversey Market,3056,W Diversey Ave,,,,Chicago,,Out of Business,Retail,Convenience,No,2019,Eating Places,773-661-0628,,POINT(-87.7048102773925 41.9320745184792),-87.70481028,41.93207452,
Diversey Square Apartments,3300,W Diversey Ave,,,,Chicago,,Active,Service or Programmed Residential Space,Public,Yes,2019,,773-227-8203,,POINT(-87.7101113607499 41.9320265118136),-87.71011136,41.93202651,
Doctors Care Center,3902,W Diversey Ave,,,,Chicago,,Active,Health Services,Out-patient,Yes,2019,,773-772-5610,,POINT(-87.724831196318 41.9318564863286),-87.7248312,41.93185649,
Dollar Day Plus,2854,N Milwaukee Ave,,,,Chicago,,Active,Retail,Small mixed,No,2019,Department Stores,773-486-0771,,POINT(-87.7139977304855 41.9330549559155),-87.71399773,41.93305496,
Dollar Tree,2931,W Addison St,,,,Chicago,,Active,Retail,Small mixed,No,2019,Variety Stores,773-478-3429,,POINT(-87.7017890427677 41.9465669476844),-87.70178904,41.94656695,
Dolyva Properties,2847,N Pulaski Rd,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,Nrsdntl Building Optrs,312-816-3566,,POINT(-87.7269665860715 41.9332498635534),-87.72696659,41.93324986,
Dom's Concrete,3618,W George St,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Concrete Work,773-908-5072,,POINT(-87.7180314445889 41.9337455115231),-87.71803144,41.93374551,
Donald Gray Carpentry,2920,N Richmond St,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Carpentry Work,773-230-7067,,POINT(-87.7014007935969 41.9345623757894),-87.70140079,41.93456238,
Done Consulting,2924,N Pulaski Rd,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,No,2019,Management Consulting Services,312-292-7018,,POINT(-87.7270859703761 41.934356040795),-87.72708597,41.93435604,
Done Rite Auto Sales & Repair,3001,N Elston Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Gnrl Atmtve RPR Shp,773-267-6090,,POINT(-87.6932270632508 41.9359216579252),-87.69322706,41.93592166,
Dönermen,2849,W Belmont Ave,,,,Chicago,,Active,Dining,Bar-grill,No,2019,Dungeons and dragons themed Döner shop,773-961-8757,,POINT(-87.6997305002935 41.9393615466932),-87.6997305,41.93936155,
Double R Display,3008,N Pulaski Rd,,,,Chicago,,Active,Retail,Housewares & furnishings,No,2019,Cmmrcl Equip Nec,773-545-5330,,POINT(-87.7270994028845 41.9357968012704),-87.7270994,41.9357968,
Dr. Cell,3413,W Belmont Ave,a,,,Chicago,,Out of Business,Trade Service,Other repair,No,2019,Tele Comm Exc Radi  Phone repair,773-754-7073,,POINT(-87.7131318039589 41.9392524887067),-87.7131318,41.93925249,
Dr. Ramon Rodriguez,3138,N Sawyer Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,Ofcs Clns of Dntst,773-376-1111,,POINT(-87.7088494361849 41.9386587171931),-87.70884944,41.93865872,
Dream Life Real Estate,2923,N Milwaukee Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other legal,No,2019,Rl Estate Agents Managers,773-360-1402,,POINT(-87.7160379149885 41.9343502302167),-87.71603791,41.93435023,
Dream World Jinny United,3505,N Kimball Ave,,,,Chicago,,Out of Business,Retail,Small mixed,No,2019,Misc Rtl Strs Nec,800-535-6110,,POINT(-87.7126136027025 41.9452491482076),-87.7126136,41.94524915,
DTS - Drivers Technical School,2843,N Milwaukee Ave,,,,Chicago,,Out of Business,Childcare and Schools,Trade school,No,2019,Vocational Schl Ne,773-772-3870,,POINT(-87.7136883282438 41.9329290370955),-87.71368833,41.93292904,
DUI Counseling,2956,N Milwaukee Ave,,,,Chicago,,Active,Health Services,Counselor,No,2019,Indvdl Family Services,773-489-5200,,POINT(-87.7174257995261 41.9351253426464),-87.7174258,41.93512534,
Duke Animal Hospital,3300,N Springfield Ave,,,,Chicago,,Active,Trade Service,Animal care,No,2019,Vtrnry Services Spclte,773-627-4200,,POINT(-87.7248398848234 41.9410612456461),-87.72483988,41.94106125,
Dunkin' Donuts,3214,N Kimball Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,Retail Bakeries,773-478-2828,,POINT(-87.7125298958877 41.9397741615754),-87.7125299,41.93977416,
Dunkin' Donuts,3001,W Belmont Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,Retail Bakeries,872-208-7610,,POINT(-87.7029209999757 41.9393424885549),-87.702921,41.93934249,
Dunkin' Donuts,2808,N Western Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,Retail Bakeries,773-697-9181,,POINT(-87.6880429818659 41.9327871093092),-87.68804298,41.93278711,
Dunkin' Donuts,3801,W Belmont Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,Eating Places,773-539-1125,,POINT(-87.7222916096025 41.9391245393844),-87.72229161,41.93912454,
Dye & Wave,2841,N Pulaski Rd,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Svc Estblshmnt Eqpt,773-736-9283,,POINT(-87.7269650715119 41.9330968637543),-87.72696507,41.93309686,
Dynasty Martial Arts,3417,N Pulaski Rd,,,,Chicago,,Active,Fitness,Fitness art,No,2019,Amusement Recreation N,773-279-1700,,POINT(-87.7272463690616 41.9433111579648),-87.72724637,41.94331116,
Eagle Insurance Agency,3280,N California Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Insurance Agnts Sv,773-463-7576,,POINT(-87.6979279363529 41.9417271619524),-87.69792794,41.94172716,
East Village Youth Program,3643,W Belmont Ave,,,,Chicago,,Out of Business,Childcare and Schools,Other,No,2019,Scls Edctl Services N,312-275-0440,,POINT(-87.7190532485802 41.9391815469236),-87.71905325,41.93918155,
Eastern Accents,4201,W Belmont Ave,,,,Chicago,,Active,Retail,Housewares & furnishings,No,2019,Hsehld Frnshngs Ne  Bedding store,773-604-7300,,POINT(-87.7334624997236 41.9389795462356),-87.7334625,41.93897955,
Easy Builders Remodeling Services,3713,W Belmont Ave,2,,,Chicago,,Active,Trade Service,Building trades,No,2019,Sngl-Fam Hsng Cnstr,773-279-9595,,POINT(-87.7202598036861 41.9391624887315),-87.7202598,41.93916249,
Eat First,3337,W Belmont Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-588-7071,,POINT(-87.7114291254914 41.939228398873),-87.71142913,41.9392284,
Ebp,3534,N Spaulding Ave,,,,Chicago,,Out of Business,Trade Service,Tech service,Yes,2019,Piece Gds Notions,773-710-6600,,POINT(-87.7098832955673 41.9456443858779),-87.7098833,41.94564439,
Eclipse Creativity,2930,N Elston Ave,,,,Chicago,,Active,Trade Service,Media,No,2019,Thtrcl Prdcrs Services,312-702-2400,,POINT(-87.6914094219864 41.9346414073645),-87.69140942,41.93464141,
Ecnc Painting,3023,N Haussen CT,,,,Chicago,,Out of Business,Trade Service,Building trades,Yes,2019,,773-457-5741,,POINT(-87.7241028692351 41.9358671681137),-87.72410287,41.93586717,
Ecopia Painting,2440,W Diversey Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Printing Paper Hangin,773-486-1305,,POINT(-87.6895238609 41.9321694530827),-87.68952386,41.93216945,
Ecualines Enterprises,3313,N Avers Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Bus Consulting Nec,773-648-3952,,POINT(-87.7235235897258 41.9414042826863),-87.72352359,41.94140428,
Edelweiss Tavern,3808,W Belmont Ave,,,,Chicago,,Active,Dining,Bar-grill,No,2019,Drinking Places,773-293-7707,,POINT(-87.7228338354029 41.9391734862332),-87.72283384,41.93917349,
Edenhurst Studio,2415,W Barry Ave,,,,Chicago,,Active,Trade Service,Photo studio,No,2019,Misc Prsnl Services Ne,773-293-7284,,POINT(-87.6951941186015 41.9397742457698),-87.69519412,41.93977425,
Eisenberg,3531,N Elston Ave,,,,Chicago,,Active,Retail,Other food,No,2019,Meats Meat Prdts,773-588-2882,,POINT(-87.7070431882532 41.9454824826489),-87.70704319,41.94548248,
El Gallo Bravo,3909,W Belmont Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-481-3244,,POINT(-87.7243271758666 41.9390681759555),-87.72432718,41.93906818,
El Guanaco Restaurant,3802,W Diversey Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-394-5470,,POINT(-87.722342612351 41.9318724531777),-87.72234261,41.93187245,
El Muchacho Alegre,3036,N Pulaski Rd,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-685-1440,,POINT(-87.7271491300254 41.9365804416154),-87.72714913,41.93658044,
El Ranchito Restaurant,2829,N Milwaukee Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-227-1688,,POINT(-87.713106602622 41.9325799860097),-87.7131066,41.93257999,
El Tijerazo Hair Salon,3632,W Diversey Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Beauty Shops,773-486-6729,,POINT(-87.7185443610566 41.9319174533129),-87.71854436,41.93191745,
Elbes Workroom,3306,N California Ave,,,,Chicago,,Out of Business,Trade Service,Building trades,Yes,2019,Curtains Draperies,773-463-8353,,POINT(-87.6979399432349 41.9421688008422),-87.69793994,41.9421688,
Electrical Audio,2621,W Belmont Ave,,,,Chicago,,Active,Arts and Entertainment,Other,No,2019,"Recording studio, rehearsal Studio",773-539-2555,,POINT(-87.6937496644556 41.9393775136681),-87.69374966,41.93937751,
Electro Industries,3423,N Pulaski Rd,,,,Chicago,,Active,Industrial,Parts,No,2019,Elec Parts Equip,773-765-5300,,POINT(-87.7272480336399 41.943465933313),-87.72724803,41.94346593,
Elite Auto Detail & Service,3519,W Belmont Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Carwashes  Scrub a dub,773-267-6650,,POINT(-87.7157730000146 41.9392164885982),-87.715773,41.93921649,
Elmec Products Company,2612,W Barry Ave,,,,Chicago,,Out of Business,Industrial,Parts,No,2019,Metal Stampings Ne,773-463-9231,,POINT(-87.693623276885 41.937781493357),-87.69362328,41.93778149,
Elston Ace Hardware,3155,N California Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,Hardware,773-961-8530,,POINT(-87.6977581592557 41.9391147994581),-87.69775816,41.9391148,
Elston Telephone Company,3447,N Pulaski Rd,,,,Chicago,,Active,Industrial,Parts,Yes,2019,Elec Parts Equip,773-583-3555,,POINT(-87.7272586849642 41.9441447067093),-87.72725868,41.94414471,
Enterprise Rent-A-Car,3029,N Kedzie Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Passenger Car Lsng,773-478-3310,,POINT(-87.7074945898868 41.9365434443154),-87.70749459,41.93654344,
Envelope Connection,2901,N Pulaski Rd,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,Drct ML Advrtsg Svc,773-774-4600,,POINT(-87.7269741148519 41.9337547544061),-87.72697411,41.93375475,
Envios Bmm,2929,W Belmont Ave,,,,Chicago,,Out of Business,Unknown,Unknown,Yes,2019,Phone not answered,773-417-3434,,POINT(-87.7014898319129 41.9393514887332),-87.70148983,41.93935149,
Escuela de Costura,3409,N Pulaski Rd,,,,Chicago,60641,Active,Childcare and Schools,Trade school,No,2019,,773-966-6224,,POINT(-87.7271594 41.9430878),-87.7271594,41.9430878,
Esperanza Community Services,3900,W Eddy St,,,,Chicago,,Active,Social Services & Political Advocacy,Social service,No,2019,Social Services Nec,773-866-2116,,POINT(-87.725091860464 41.9454995117856),-87.72509186,41.94549951,
Essex Holdings II,2948,W Diversey Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,No,2019,Holding Comps Nec,773-276-9292,,POINT(-87.7020425257813 41.932101518746),-87.70204253,41.93210152,
eSutras Organics,3333,N Elston Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,Grcrs Rltd Prds N,773-583-4850,,POINT(-87.7021734363694 41.9420915920508),-87.70217344,41.94209159,
Eta Wholesale & Retail,3041,N Pulaski Rd,,,,Chicago,,Out of Business,Retail,Small mixed,No,2019,Durable Goods Nec,773-777-2380,,POINT(-87.7270321433243 41.9365318603104),-87.72703214,41.93653186,
Etiquette,3032,N Sawyer Ave,,,,Chicago,,Out of Business,Trade Service,Indoor service,Yes,2019,Bus  Services  Nec,773-220-2451,,POINT(-87.7087909360969 41.9367052459496),-87.70879094,41.93670525,
European Mirror & Glass,2945,N Mozart St,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,,773-588-1010,,POINT(-87.6988845972147 41.9353197086842),-87.6988846,41.93531971,
