Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
Simply Custom,5501,W Montrose Ave,,,,Chicago,,Active,Retail,Housewares & furnishings,No,2019,Drpry Hrdwr Blind,773-794-8568,,POINT(-87.7650205806578 41.9604825137764),-87.76502058,41.96048251,
Simply Financial,5622,W Lawrence Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,No,2019,,773-666-1111,,POINT(-87.7684493611641 41.9677934863211),-87.76844936,41.96779349,
Sinapsis,5934,W Eastwood Ave,,,,Chicago,,Active,Health Services,Chiropractor,Yes,2019,Bus  Services  Nec,312-420-8414,,POINT(-87.7760942218613 41.9649605185238),-87.77609422,41.96496052,
Singer Factory Distributor,4914,W Irving Park Rd,,,,Chicago,,Active,Retail,Electronics & appliances,No,2019,Hshold Applnce Strs,773-545-6834,,POINT(-87.7504635000562 41.9534075044372),-87.7504635,41.9534075,
Sip & Paint,4412,N Milwaukee Ave,,,,Chicago,,Active,Arts and Entertainment,Performers & arts instructors,No,2019,Pnt Gls Wlpr Strs,773-562-9500,,POINT(-87.7549477138848 41.9611178879678),-87.75494771,41.96111789,
Sir Speedy,4209,N Milwaukee ave,,,,Chicago,60641,Active,Trade Service,"Copy, mail, and print shops",No,2019,,773-777-2880,,POINT(-87.7513475 41.9573425),-87.7513475,41.9573425,
Sirius Limo,3234,N Laramie Ave,,,,Chicago,,Out of Business,"Wholesale, storage and transit","Taxi, limo and similar",Yes,2019,Lcl Pass Trans Nec,312-505-1195,,POINT(-87.7567578883526 41.9398822978782),-87.75675789,41.9398823,
Sister Bonaventure Learning Center,3522,N Central Ave,,,,Chicago,,Out of Business,Childcare and Schools,Kid Center,No,2019,Elmntry Scndry Scl,773-202-3540,,POINT(-87.7667815858385 41.944711742248),-87.76678159,41.94471174,
Sisters of Nazareth,5330,W Henderson St,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Religious Organizations,773-768-0515,,POINT(-87.7604610538725 41.9414224682171),-87.76046105,41.94142247,
Sisters of Notre Dame - St. Robert Covenant,6036,W Eastwood Ave,,,,Chicago,,Active,Service or Programmed Residential Space,Religious residence,No,2019,Religious Organizations,773-725-6712,,POINT(-87.7786116408506 41.9648687807737),-87.77861164,41.96486878,
Six Corner Bakery,4022,N Milwaukee Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,Eating Places,773-817-6165,,POINT(-87.7482082445012 41.9539019415313),-87.74820824,41.95390194,
Six Corners Association,4041,N Milwaukee Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other,No,2019,Business Associatns,773-685-9300,,POINT(-87.7487556859201 41.9543050113076),-87.74875569,41.95430501,
Six Corners Newsstand,4018,N Cicero Ave,,,,Chicago,,Out of Business,Trade Service,"Copy, mail, and print shops",No,2019,News Dlrs Newsstnd,773-685-4955,,POINT(-87.7473599177677 41.9541017424552),-87.74735992,41.95410174,
Six Corners Sameday Surgery,4211,N Cicero Ave,,,,Chicago,,Active,Health Services,Hospital,No,2019,Ofcs Clns of Mdl D,773-545-6900,,POINT(-87.74738360724 41.9574070369012),-87.74738361,41.95740704,
Sjf,4032,N Mason Ave,,,,Chicago,,Out of Business,Unknown,Unknown,Yes,2019,Bus  Services  Nec,773-742-7079,,POINT(-87.7756294362282 41.9541016589478),-87.77562944,41.95410166,
SlingShots Teen Center,3859,N Central Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Youth Centers,No,2019,Elmntry Scndry Scl,773-736-1700,,POINT(-87.7668778906268 41.9507906826367),-87.76687789,41.95079068,
Slyk Mart Studios,5833,W Irving Park Rd,,,,Chicago,,Active,Trade Service,Photo studio,No,2019,,872-228-7230,,POINT(-87.7731394715507 41.9530714698908),-87.77313947,41.95307147,
Smakosz Restaurant,5619,W Lawrence Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-205-1771,,POINT(-87.7683822489275 41.9677374882083),-87.76838225,41.96773749,
Smilebar,3305,N Central Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,Ofcs Clns of Dntst,773-282-4200,,POINT(-87.7665180075577 41.9405091921456),-87.76651801,41.94050919,
Smiles For Everyone,5900,W Patterson Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Other,Yes,2019,Social Services Nec,773-957-9693,,POINT(-87.7742447218453 41.9467445186411),-87.77424472,41.94674452,
Smoke Shop,3905,N Cicero Ave,,,,Chicago,,Active,Retail,Other,No,2019,,708-669-7312,,POINT(-87.7471977143667 41.9517374321289),-87.74719771,41.95173743,
Smyser Elementary School,4310,N Melvina Ave,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Elmntry Scndry Scl,773-534-3711,,POINT(-87.7819209427291 41.9590855545669),-87.78192094,41.95908555,
Snappy Paws,6351,W Montrose Ave,,,,Chicago,,Out of Business,Trade Service,Animal care,No,2019,P.O. Box,773-520-1210,,POINT(-87.7860946430999 41.9601422072888),-87.78609464,41.96014221,
Solid Source Halthcare Resources,5228,W Belmont Ave,,,,Chicago,,Out of Business,Health Services,Other,No,2019,Management Consulting Services,773-661-6050,,POINT(-87.7578745283867 41.9387144862672),-87.75787453,41.93871449,
Solomon Investments Management,5039,W Eddy St,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,Yes,2019,Management  Services,312-810-5214,,POINT(-87.7535410806089 41.9451504740424),-87.75354108,41.94515047,
Solutions Diabetic Senior,5811,W Montrose Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Medical Hosp Equip,773-930-4271,,POINT(-87.7726539743604 41.9603655140666),-87.77265397,41.96036551,
Solve Construction,5757,W Wilson Ave,,,,Chicago,,Out of Business,Trade Service,Building trades,Yes,2019,Sngl-Fam Hsng Cnstr,630-525-0811,,POINT(-87.7720327228661 41.9640665469127),-87.77203272,41.96406655,
Song Import Sales,4034,N Milwaukee Ave,,,,Chicago,,Out of Business,Retail,Other,No,2019,Nondurable Gds Nec,630-915-5749,,POINT(-87.7485382370275 41.9541039230019),-87.74853824,41.95410392,
Sophie Stevens,5354,W Agatite Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Bus  Services  Nec,773-725-4083,,POINT(-87.7620414446804 41.9614544786016),-87.76204144,41.96145448,
Soufeel Jewelry,6050,W Eastwood Ave,,,,Chicago,,Out of Business,Retail,Beauty-Accessory,Yes,2019,Jewelry Prec Metal,626-435-9039,,POINT(-87.7794224404631 41.9648054834325),-87.77942244,41.96480548,
Soulsense Productions,4134,N Mason Ave,,,,Chicago,,Out of Business,Trade Service,Media,Yes,2019,,773-726-4625,,POINT(-87.7756889100899 41.9559109940246),-87.77568891,41.95591099,
Spectra Sound,5421,W Lawrence Ave,,,,Chicago,,Active,Health Services,Other,No,2019,Electrical Work,773-853-0408,,POINT(-87.7634126133672 41.9676745724264),-87.76341261,41.96767457,
Speedy Cash,4800,W Addison St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Payday loan,No,2019,Prsnl Crdt Instutns,773-283-4623,,POINT(-87.7474440000782 41.9461244713405),-87.747444,41.94612447,
Spencer Bloom,5530,W Montrose Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,Ofcs Clns of Dntst,773-777-3309,,POINT(-87.7660239449312 41.9605115113362),-87.76602394,41.96051151,
Spiritualist Church of Truth,6343,W Cuyler Ave,,,,Chicago,,Active,Religious (except school or residence),Church,Yes,2019,Religious Organizations,708-452-8754,,POINT(-87.7857892922601 41.9537584570705),-87.78578929,41.95375846,
Sport Cuts,4362,N Milwaukee Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Barber Shops,773-777-2305,,POINT(-87.7543356620373 41.9604254751839),-87.75433566,41.96042548,
Sprint Store By Msm,4800,W Irving Park Rd,,,,Chicago,,Active,Trade Service,Tech service,No,2019,Misc Rtl Strs Nec,773-647-1125,,POINT(-87.7474934999454 41.9534598414476),-87.7474935,41.95345984,
Sputnik,6034,W Irving Park Rd,,,,Chicago,,Active,Retail,Other,No,2019,,773-853-2261,,POINT(-87.7781695286953 41.9530595114285),-87.77816953,41.95305951,
Sr Home Remodeling,4337,N Melvina Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Sngl-Fam Hsng Cnstr,773-216-0221,,POINT(-87.7818455381442 41.9596297545067),-87.78184554,41.95962975,
SSK Trucking,5231,W Cullom Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Warehouse,No,2019,Lcl Trckg W/O Strge,262-344-5643,,POINT(-87.758549664425 41.9587275142769),-87.75854966,41.95872751,
St. Bartholomew Parish,4949,W Patterson Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Religious Organizations,773-286-7871,,POINT(-87.7508521462825 41.9469207535015),-87.75085215,41.94692075,
St. Johns Lutheran School,4939,W Montrose Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Religious Organizations,773-736-1196,,POINT(-87.7514000557237 41.9606375466949),-87.75140006,41.96063755,
St. Ladislaus Rectory,5345,W Roscoe St,,,,Chicago,,Active,Religious (except school or residence),Church,Yes,2019,Religious Organizations,773-725-2300,,POINT(-87.760421308811 41.9422331469985),-87.76042131,41.94223315,
St. Mary of Providence,4200,N Austin Ave,,,,Chicago,,Active,Childcare and Schools,Private school K-12,No,2019,Elmntry Scndry Scl,773-545-8300,,POINT(-87.7769769037645 41.9576125497891),-87.7769769,41.95761255,
St. Marys of Providence Center,4250,N McVicker Ave,,,,Chicago,,Active,Childcare and Schools,Other,Yes,2019,Job Trnng Rltd Svc,773-725-2062,,POINT(-87.7782307372038 41.9581513527048),-87.77823074,41.95815135,
Stained in Pain,4211,N Milwaukee Ave,,,,Chicago,,Active,Personal Service,Body art,No,2019,Misc Prsnl Services Ne,773-427-4653,,POINT(-87.7515706062703 41.9573922234448),-87.75157061,41.95739222,
Stairway To Freedom Sober Living,4849,W Irving Park Rd,,,,Chicago,,Out of Business,Social Services & Political Advocacy,Other social service,No,2019,Spty Otpnt Clns Ne,847-899-9605,,POINT(-87.749109807195 41.9533485214482),-87.74910981,41.95334852,
Stanleys Automotive Corporation,6001,W Montrose Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Atmtve RPR Shps Ne,773-685-4861,,POINT(-87.7773240002139 41.9603205139668),-87.777324,41.96032051,
Star Laundry,5920,W Irving Park Rd,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,,773-545-7705,,POINT(-87.7753115251441 41.9531214535668),-87.77531153,41.95312145,
Star Tuckpointing,5816,W Irving Park Rd,,,,Chicago,,Active,Trade Service,Building trades,No,2019,Msnry Other Stnwrk,773-286-3560,,POINT(-87.7726130866419 41.9531375046131),-87.77261309,41.9531375,
Starbucks,4155,N Cicero Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,,708-701-6087,,POINT(-87.7473379261112 41.9568266507866),-87.74733793,41.95682665,
Start & Restore Consulting,5616,W Irving Park Rd,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,Management  Services,800-413-6162,,POINT(-87.7677798665457 41.9532420674668),-87.76777987,41.95324207,
Starz Custom Catering Company,5632,W Pensacola Ave,,,,Chicago,,Out of Business,Arts and Entertainment,Hall-party-cater,Yes,2019,Eqpt Rntl Lsing N,773-427-1100,,POINT(-87.7685843608833 41.9595965187408),-87.76858436,41.95959652,
State Farm,4770,N Milwaukee Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Insurance Agnts Sv,773-282-5422,,POINT(-87.7602763162326 41.9672719392058),-87.76027632,41.96727194,
State Farm,5433,W Addison St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Insurance Agnts Sv,773-685-5757,,POINT(-87.7631387260202 41.9458518181933),-87.76313873,41.94585182,
State Farm,5616,W Montrose Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Insurance Agnts Sv,773-777-5151,,POINT(-87.7680225311484 41.9604734785055),-87.76802253,41.96047348,
State Farm,5230,W Irving Park Rd,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Gen Farms Prim Cro,847-722-8277,,POINT(-87.7584324450602 41.9533014533993),-87.75843245,41.95330145,
State Farm Insurance,4465,N Milwaukee Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Insurance Agnts Sv,773-282-1500,,POINT(-87.75575622459 41.9621577581814),-87.75575622,41.96215776,
State Farm Insurance,6201,W Montrose Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Insurance Agnts Sv,773-545-2999,,POINT(-87.7821294974021 41.9602665139388),-87.7821295,41.96026651,
State Farm Insurance,3855,N Cicero Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Insurance Agnts Sv,773-930-4941,,POINT(-87.7471814324022 41.9510621194455),-87.74718143,41.95106212,
Stebbins Advertising & Design,5042,W Byron St,,,,Chicago,,Active,Trade Service,Media,Yes,2019,Commercial Art Gr Dsg,773-725-0531,,POINT(-87.7539142767106 41.9515224602316),-87.75391428,41.95152246,
Steel Toe Press,5737,W Henderson St,,,,Chicago,,Unknown,Unknown,Unknown,Yes,2019,,630-862-1348,,POINT(-87.7704702489565 41.9412414886782),-87.77047025,41.94124149,
Steinert Construction,4433,N Lamon Ave,,,,Chicago,,Moved,Trade Service,Outdoor service,No,2019,Concrete contractor,773-283-3327,,POINT(-87.7499460965037 41.9616901992002),-87.7499461,41.9616902,
Step Trucking,5950,W Eddy St,,,,Chicago,,Active,"Wholesale, storage and transit",Moving and storage,Yes,2019,Trckg Except Local,630-426-1166,,POINT(-87.7760320287992 41.9448875116775),-87.77603203,41.94488751,
Sterling Limousine,4532,N Lockwood Ave,,,,Chicago,,Active,"Wholesale, storage and transit","Taxi, limo and similar",Yes,2019,Lcl Pass Trans Nec,773-330-8024,,POINT(-87.7600109107785 41.9635080003248),-87.76001091,41.963508,
Steven Eidt,5600,W Addison St,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Ofcs Clns of Mdl D,773-736-1717,,POINT(-87.7668303320191 41.9459448320839),-87.76683033,41.94594483,
Stone Simplicity Kitchen & Bath,5528,W Henderson St,,,,Chicago,,Out of Business,Trade Service,Building trades,Yes,2019,Repair Services Nec,312-516-2309,,POINT(-87.7653122214097 41.9413415112936),-87.76531222,41.94134151,
Storehouse Church,5701,W Montrose Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,773-853-2048,,POINT(-87.7700683 41.9601644),-87.7700683,41.9601644,
Stratgic Globl Med Affairs,4741,N Laporte Ave,,,,Chicago,,Active,Health Services,Other,Yes,2019,Services  Nec,312-925-2240,,POINT(-87.7513455755967 41.9673331154513),-87.75134558,41.96733312,
Street Creature,6351,W Montrose Ave,,,,Chicago,,Unknown,Retail,Beauty-Accessory,No,2019,"P.O. Box,metal band?",773-853-8277,,POINT(-87.7860946430999 41.9601422072888),-87.78609464,41.96014221,
Studio 7 Web,5905,W Irving Park Rd,,,,Chicago,,Active,Trade Service,Tech service,No,2019,,773-290-2717,,POINT(-87.7746316379163 41.9530635285368),-87.77463164,41.95306353,
Studio J Architects,6351,W Montrose Ave,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,"P.O. Box, voicemail",773-732-7515,,POINT(-87.7860946430999 41.9601422072888),-87.78609464,41.96014221,
Style Travel,4117,N Mango Ave,,,,Chicago,,Moved,Arts and Entertainment,Travel,Yes,2019,Travel Agencies,773-301-5500,,POINT(-87.7707235711716 41.9554896179466),-87.77072357,41.95548962,
Subway,5150,W Belmont Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,Eating Places,773-685-6220,,POINT(-87.7562190563873 41.9387877225697),-87.75621906,41.93878772,
Subway,4070,N Milwaukee Ave,,,,Chicago,,Out of Business,Dining,Fast Food,No,2019,Eating Places,773-202-8460,,POINT(-87.7494840399525 41.954743269569),-87.74948404,41.95474327,
Subway,4600,W Belmont Ave,,,,Chicago,,Out of Business,Dining,Fast Food,No,2019,Eating Places,773-853-2830,,POINT(-87.7424329018777 41.9389591856256),-87.7424329,41.93895919,
Subway,3551,N Central Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,Eating Places,773-481-2102,,POINT(-87.7666842084617 41.9455329059048),-87.76668421,41.94553291,
Success Vending,5128,W Irving Park Rd,,,,Chicago,,Out of Business,"Wholesale, storage and transit",Wholesalers,No,2019,Automtic Vndng Mach,773-262-1685,,POINT(-87.7556917767565 41.9533435296472),-87.75569178,41.95334353,
Sucre,3454,N Cicero Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,708-831-8909,,POINT(-87.7470731934953 41.9440475048068),-87.74707319,41.9440475,
"Sue J. Lee, MD",4211,N Cicero Ave,,,,Chicago,,Out of Business,Health Services,Out-patient,No,2019,Ofcs Clncs Podtrst,773-736-6125,,POINT(-87.74738360724 41.9574070369012),-87.74738361,41.95740704,
Sugar Fixation,324,N Leavitt St,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,Yes,2019,Retail Bakeries moved to 324 N Leavitt,773-218-4383,,POINT(-87.7747011387732 41.9475864883485),-87.77470114,41.94758649,
Sun Auto Works,4626,W Cornelia Ave,,,,Chicago,,Active,Trade Service,Vehicle services,Yes,2019,Gnrl Atmtve RPR Shp,773-736-4597,,POINT(-87.7430729721789 41.9447748310384),-87.74307297,41.94477483,
Sun Media Distrubutors,5627,W Eastwood Ave,,,,Chicago,,Out of Business,Trade Service,Media,Yes,2019,Commnctn Services Nec,312-590-5829,,POINT(-87.7685307485288 41.9650005137716),-87.76853075,41.96500051,
Sun Taxi Association,4626,W Cornelia Ave,,,,Chicago,,Active,"Wholesale, storage and transit","Taxi, limo and similar",Yes,2019,Business Associatns,773-736-6215,,POINT(-87.7430729721789 41.9447748310384),-87.74307297,41.94477483,
Sungloss Marble,5003,W Lawrence Ave,,,,Chicago,,Active,Trade Service,Indoor service,No,2019,Bldng Maint Svc Ne,773-685-2500,,POINT(-87.7528892199197 41.9679365464481),-87.75288922,41.96793655,
Sungo Technical Service,6050,W Eastwood Ave,,,,Chicago,,Out of Business,Trade Service,Tech service,Yes,2019,Data Proc Preparat,855-957-7779,,POINT(-87.7794224404631 41.9648054834325),-87.77942244,41.96480548,
Sunny Nails,3903,N Cicero Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-205-7973,,POINT(-87.7471961800442 41.9516760752243),-87.74719618,41.95167608,
Sunshine Activity Center,6002,W Montrose Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Social service,No,2019,,,,POINT(-87.7821206121656 41.9603244604781),-87.78212061,41.96032446,
Sunshine Home Care,5411,W Addison St,,,,Chicago,,Active,Health Services,Other,No,2019,Home Hlth Care Services,708-456-3055,,POINT(-87.7623840001461 41.9459015396042),-87.762384,41.94590154,
Suparossa-Ohio,4242,N Central Ave,,,,Chicago,,Out of Business,Dining,Restaurant,No,2019,Eating Places,773-427-4960,,POINT(-87.7672184383578 41.9579518784452),-87.76721844,41.95795188,
Superior Financial,4441,N Milwaukee Ave,,,,Chicago,,Moved,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,No,2019,Investment Advice,773-501-7364,,POINT(-87.7552862754406 41.9616097329289),-87.75528628,41.96160973,
Superior Tuckpointing,5023,W Montrose Ave,,,,Chicago,,Out of Business,Trade Service,Outdoor service,Yes,2019,Msnry Other Stnwrk,773-458-9801,,POINT(-87.7534607882905 41.9606045325597),-87.75346079,41.96060453,
Supermercado Martins,5159,W Addison St,,,,Chicago,,Active,Retail,Small Grocery,No,2019,Grocery Stores,773-283-5441,,POINT(-87.7565966183012 41.9459238523227),-87.75659662,41.94592385,
Susan Buzzo,4855,W Montrose Ave,,,,Chicago,,Out of Business,Trade Service,Indoor service,Yes,2019,Bldng Maint Svc Ne,773-205-3846,,POINT(-87.749771223264 41.9606445138421),-87.74977122,41.96064451,
"Susan Psikos, DDS",3334,N Central Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,Ofcs Clns of Dntst,773-725-5600,,POINT(-87.7666503590435 41.9415820724882),-87.76665036,41.94158207,
Sutherlands,5353,W Irving Park Rd,,,,Chicago,,Active,Dining,Bar-grill,No,2019,Drinking Places,773-930-4790,,POINT(-87.7617227197227 41.953205495373),-87.76172272,41.9532055,
Sva & Design,5040,W Roscoe St,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Bus Consulting Nec,773-545-7207,,POINT(-87.7535221378346 41.9424215118125),-87.75352214,41.94242151,
Swara,5220,W Cullom Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other,No,2019,Bus  Services,773-343-6218,,POINT(-87.7582524442368 41.95879348569),-87.75825244,41.95879349,
Swifty,6040,W Irving Park Rd,,,,Chicago,,Active,Trade Service,Indoor service,No,2019,Blind cleaning service,773-481-2981,,POINT(-87.7784125283695 41.9530415116002),-87.77841253,41.95304151,
SZG Artistic Construction,5224,W Berenice Ave,,,,Chicago,,Moved,Trade Service,Building trades,Yes,2019,Sngl-Fam Hsng Cnstr,847-610-0364,,POINT(-87.7581538325748 41.950567485949),-87.75815383,41.95056749,
Szlagson Construction,5652,W Dakin St,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Sngl-Fam Hsng Cnstr,773-964-4780,,POINT(-87.7690431933809 41.9522444935091),-87.76904319,41.95224449,
Szumi,5809,W Montrose Ave,,,,Chicago,,Out of Business,"Wholesale, storage and transit",Goods distribution,No,2019,Frgt Trans Arngmnt,317-662-4531,,POINT(-87.7725539999541 41.9603724812437),-87.772554,41.96037248,
Szymanski's,6016,W Irving Park Rd,,,,Chicago,,Active,Retail,Large grocery,No,2019,Eating Places,773-202-0886,,POINT(-87.7774675626744 41.9531127452746),-87.77746756,41.95311275,
T-Mobile,4809,W Irving Park Rd,,,,Chicago,,Active,Retail,Phones,No,2019,Misc Rtl Strs Nec,773-286-1335,,POINT(-87.7477590212821 41.9533058412701),-87.74775902,41.95330584,
T.O.C Coffee Roasted Local,4801,W Montrose Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,773-709-7040,,POINT(-87.7476057659997 41.9606221775526),-87.74760577,41.96062218,
T&A Plumbing & Heating,5331,W Berteau Ave,,,,Chicago,,Out of Business,Trade Service,Building trades,Yes,2019,Plbng Htng Air-Co,773-489-7060,,POINT(-87.7610335807458 41.9568555137316),-87.76103358,41.95685551,
T&D Electrical,6351,W Montrose Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,P.O. Box,773-842-8464,,POINT(-87.7860946430999 41.9601422072888),-87.78609464,41.96014221,
Tabern culo de Dios Unidos,4460,N Milwaukee Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,773-414-9832,,POINT(-87.755874242557 41.9621982234389),-87.75587424,41.96219822,
Tacos El Tio 2,5738,W Belmont Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-887-5456,,POINT(-87.7704611121917 41.9385515116542),-87.77046111,41.93855151,
Tahoe Foto,5526,W Cornelia Ave,,,,Chicago,,Out of Business,Trade Service,Photo studio,Yes,2019,Photofnshng Lbrtrs,775-267-3131,,POINT(-87.7653305254819 41.9441064603214),-87.76533053,41.94410646,
Talro Auto Insurance,4900,W Belmont Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Insurance Agnts Sv,773-205-8255,,POINT(-87.7496525252723 41.9388125115279),-87.74965253,41.93881251,
Tamid Medical Center,3825,N Central Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Ofcs Clns of Mdl D,773-282-6188,,POINT(-87.7668741006347 41.9501701154895),-87.7668741,41.95017012,
Tan's Quality Roofing,4105,N Long Ave,,,,Chicago,,Out of Business,Trade Service,Outdoor service,Yes,2019,Rfng Sdng Sht Mtl,773-742-5827,,POINT(-87.7621140968274 41.9552728636609),-87.7621141,41.95527286,
Tandem Insurance Agency,5733,W Irving Park Rd,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,773-282-0655,,POINT(-87.7707902198775 41.9531095031307),-87.77079022,41.9531095,
Tandem Insurance Agency,5753,W Irving Park Rd,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Insurance Agnts Sv,773-282-0665,,POINT(-87.7714545734375 41.9530451592666),-87.77145457,41.95304516,
Taqueria Amigo Chino,5601,W Irving Park Rd,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-628-7519,,POINT(-87.7671895808776 41.9531524700421),-87.76718958,41.95315247,
Tarita Flooring,4762,N Lotus Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Floor Covering Strs,773-701-0399,,POINT(-87.7638204206584 41.9674770001568),-87.76382042,41.967477,
Tatas Tacos,4929,W Irving Park Rd,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-685-6002,,POINT(-87.751020525601 41.9533515284202),-87.75102053,41.95335153,
Tatianas Massage Therapy,4346,N Milwaukee Ave,,,,Chicago,,Out of Business,Personal Service,Massage,No,2019,Misc Prsnl Services Ne,773-407-7025,,POINT(-87.7539167587557 41.9598715072083),-87.75391676,41.95987151,
Taurus Restaurant,4024,N Milwaukee Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-657-3294,,POINT(-87.748325244677 41.9539749158791),-87.74832524,41.95397492,
Tax Fighter Limited,5728,W Henderson St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,Yes,2019,Management Consulting Services,773-777-8660,,POINT(-87.7701503606804 41.9412974860204),-87.77015036,41.94129749,
Taxicar Taxi,3464,N Knox Ave,,,,Chicago,,Out of Business,"Wholesale, storage and transit","Taxi, limo and similar",No,2019,Taxicabs,773-427-0500,,POINT(-87.7428079503055 41.9444090779492),-87.74280795,41.94440908,
Taylor Chiropractic,4956,W Irving Park Rd,,,,Chicago,,Out of Business,Health Services,Chiropractor,No,2019,Ofcs Clns Chrprctr,773-725-5835,,POINT(-87.751924721257 41.9533904787491),-87.75192472,41.95339048,
TB Construction,5827,W Melrose St,,,,Chicago,,Out of Business,Trade Service,Building trades,Yes,2019,Sngl-Fam Hsng Cnstr,708-965-2320,,POINT(-87.7724232483679 41.939388546548),-87.77242325,41.93938855,
Tea'se Tea Shoppe,5755,W Irving Park Rd,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,Grcrs Rltd Prds N,773-599-4136,,POINT(-87.7714698816282 41.9530451592666),-87.77146988,41.95304516,
Technical Building Consultants,5850,W Lawrence Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-789-9113,,POINT(-87.7741322213307 41.9677205117669),-87.77413222,41.96772051,
Technology Decisions,5721,W Dakin St,,,,Chicago,,Out of Business,Trade Service,Tech service,Yes,2019,Bus  Services  Nec,,,POINT(-87.7702901645898 41.9521785213293),-87.77029016,41.95217852,
Ted's Place,4425,N Central Ave,,,,Chicago,,Active,Arts and Entertainment,Club-lounge-bar,No,2019,,,,POINT(-87.7672189890251 41.9612507008365),-87.76721899,41.9612507,
