census_tract,PlaceType,count_of_Active_PlaceStatus
17031470100,Trade Service,5
17031480100,Arts and Entertainment,1
17031480100,Childcare and Schools,6
17031480100,Dining,6
17031480100,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031480100,Fitness,1
17031480100,Health Services,3
17031480100,Other,1
17031480100,Personal Service,9
17031480100,Religious (except school or residence),1
17031480100,Retail,9
17031480100,Social Services & Political Advocacy,1
17031480100,Trade Service,4
17031480200,Childcare and Schools,1
17031480200,Dining,10
17031480200,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031480200,Health Services,4
17031480200,Personal Service,2
17031480200,Retail,8
17031480200,Social Services & Political Advocacy,1
17031480200,"Wholesale, storage and transit",1
17031480300,Childcare and Schools,2
17031480300,Dining,4
17031480300,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031480300,Health Services,1
17031480300,Religious (except school or residence),2
17031480300,Retail,7
17031480300,Service or Programmed Residential Space,2
17031480300,Social Services & Political Advocacy,1
17031480300,Trade Service,3
17031480300,"Wholesale, storage and transit",2
17031480400,Arts and Entertainment,1
17031480400,Childcare and Schools,7
17031480400,Dining,1
17031480400,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031480400,Health Services,5
17031480400,Personal Service,2
17031480400,Religious (except school or residence),2
17031480400,Retail,5
17031480400,Service or Programmed Residential Space,1
17031480400,Social Services & Political Advocacy,2
17031480400,Trade Service,7
17031480500,Arts and Entertainment,2
17031480500,Childcare and Schools,4
17031480500,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031480500,Health Services,1
17031480500,Industrial,2
17031480500,Personal Service,1
17031480500,Public Services,3
17031480500,Religious (except school or residence),2
17031480500,Retail,6
17031480500,Service or Programmed Residential Space,1
17031480500,Trade Service,7
17031480500,"Wholesale, storage and transit",1
17031490200,Arts and Entertainment,1
17031490200,Childcare and Schools,2
17031490200,Dining,2
17031490200,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031490200,Personal Service,3
17031490200,Retail,6
17031490200,Trade Service,1
17031490500,Childcare and Schools,3
17031490500,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031490500,Fitness,1
17031490500,Personal Service,2
17031490500,Public Services,1
17031490500,Religious (except school or residence),3
17031490500,Social Services & Political Advocacy,2
17031490500,Trade Service,1
17031490500,"Wholesale, storage and transit",1
17031490600,Childcare and Schools,1
17031490600,Dining,2
17031490600,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031490600,Health Services,1
17031490600,Personal Service,4
17031490600,Religious (except school or residence),3
17031490600,Retail,2
17031490600,Social Services & Political Advocacy,1
17031490600,Trade Service,1
17031490700,Childcare and Schools,1
17031490700,Dining,2
17031490700,Fitness,1
17031490700,Retail,3
17031490800,Arts and Entertainment,2
17031490800,Childcare and Schools,2
17031490800,Dining,6
17031490800,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031490800,Personal Service,5
17031490800,Religious (except school or residence),6
17031490800,Retail,11
17031490800,Social Services & Political Advocacy,1
17031490800,Trade Service,4
17031490800,"Wholesale, storage and transit",1
17031490901,Childcare and Schools,2
17031490901,Dining,1
17031490901,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031490901,Fitness,2
17031490901,Personal Service,1
17031490901,Public Services,2
17031490901,Religious (except school or residence),13
17031490901,Retail,2
17031490901,Service or Programmed Residential Space,2
17031490901,Social Services & Political Advocacy,2
17031490901,Trade Service,2
17031490902,Arts and Entertainment,1
17031490902,Childcare and Schools,5
17031490902,Dining,3
17031490902,Fitness,1
17031490902,Health Services,2
17031490902,Other,1
17031490902,Personal Service,5
17031490902,Religious (except school or residence),12
17031490902,Retail,9
17031490902,Social Services & Political Advocacy,5
17031490902,Trade Service,3
17031491000,Childcare and Schools,1
17031491000,Dining,2
17031491000,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031491000,Health Services,1
17031491000,Industrial,1
17031491000,Personal Service,3
17031491000,Public Services,1
17031491000,Religious (except school or residence),7
17031491000,Retail,3
17031491000,Social Services & Political Advocacy,3
17031491000,Trade Service,2
17031491000,"Wholesale, storage and transit",1
17031491100,Childcare and Schools,3
17031491100,Dining,1
17031491100,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031491100,Fitness,1
17031491100,Personal Service,2
17031491100,Religious (except school or residence),9
17031491100,Retail,7
17031491100,Social Services & Political Advocacy,2
17031491100,Trade Service,3
17031491200,Childcare and Schools,4
17031491200,Dining,2
17031491200,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031491200,Health Services,3
17031491200,Personal Service,5
17031491200,Public Services,2
17031491200,Religious (except school or residence),5
17031491200,Retail,1
17031491200,Social Services & Political Advocacy,1
17031491200,Trade Service,4
17031491200,"Wholesale, storage and transit",1
17031491300,Childcare and Schools,3
17031491300,Health Services,1
17031491300,Personal Service,2
17031491300,Religious (except school or residence),7
17031491300,Retail,2
17031491300,Social Services & Political Advocacy,1
17031491400,Arts and Entertainment,2
17031491400,Childcare and Schools,5
17031491400,Dining,8
17031491400,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031491400,Health Services,3
17031491400,Personal Service,9
17031491400,Public Services,2
17031491400,Religious (except school or residence),14
17031491400,Retail,39
17031491400,Social Services & Political Advocacy,4
17031491400,Trade Service,2
17031491400,"Wholesale, storage and transit",1
17031500100,Childcare and Schools,5
17031500100,Dining,1
17031500100,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031500100,Fitness,1
17031500100,Health Services,2
17031500100,Industrial,10
17031500100,Personal Service,4
17031500100,Public Services,2
17031500100,Religious (except school or residence),3
17031500100,Retail,4
17031500100,Social Services & Political Advocacy,2
17031500100,Trade Service,2
17031500100,"Wholesale, storage and transit",10
17031500200,Arts and Entertainment,4
17031500200,Childcare and Schools,2
17031500200,Dining,1
17031500200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031500200,Fitness,1
17031500200,Health Services,1
17031500200,Industrial,6
17031500200,Other,1
17031500200,Personal Service,1
17031500200,Religious (except school or residence),5
17031500200,Retail,5
17031500200,Service or Programmed Residential Space,1
17031500200,Social Services & Political Advocacy,4
17031500200,Trade Service,3
17031500200,"Wholesale, storage and transit",4
17031500300,Arts and Entertainment,3
17031500300,Childcare and Schools,1
17031500300,Dining,3
17031500300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031500300,Health Services,1
17031500300,Industrial,1
17031500300,Personal Service,1
17031500300,Public Services,1
17031500300,Religious (except school or residence),2
17031500300,Retail,2
17031500300,Social Services & Political Advocacy,3
17031500300,Trade Service,9
17031500300,"Wholesale, storage and transit",1
17031510100,Arts and Entertainment,1
17031510100,Childcare and Schools,5
17031510100,Dining,8
17031510100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031510100,Fitness,2
17031510100,Health Services,2
17031510100,Industrial,4
17031510100,Personal Service,5
17031510100,Religious (except school or residence),2
17031510100,Retail,6
17031510100,Social Services & Political Advocacy,1
17031510100,Trade Service,7
17031510100,"Wholesale, storage and transit",2
17031510200,Arts and Entertainment,2
17031510200,Childcare and Schools,3
17031510200,Dining,3
17031510200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031510200,Fitness,1
17031510200,Health Services,1
17031510200,Industrial,3
17031510200,Religious (except school or residence),4
17031510200,Retail,3
17031510200,Social Services & Political Advocacy,1
17031510200,Trade Service,6
17031510200,"Wholesale, storage and transit",2
17031510300,Childcare and Schools,4
17031510300,Dining,11
17031510300,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031510300,Health Services,5
17031510300,Personal Service,7
17031510300,Public Services,4
17031510300,Religious (except school or residence),5
17031510300,Retail,22
17031510300,Service or Programmed Residential Space,1
17031510300,Trade Service,2
17031510300,"Wholesale, storage and transit",1
17031520100,Childcare and Schools,1
17031520100,Dining,2
17031520100,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031520100,Fitness,1
17031520100,Health Services,1
17031520100,Public Services,2
17031520100,Retail,4
17031520100,Service or Programmed Residential Space,1
17031520100,Social Services & Political Advocacy,1
17031520100,Trade Service,8
17031520100,"Wholesale, storage and transit",3
17031520200,Arts and Entertainment,1
17031520200,Dining,1
17031520200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031520200,Religious (except school or residence),3
17031520200,Retail,3
17031520200,Service or Programmed Residential Space,2
17031520200,Trade Service,5
17031520200,"Wholesale, storage and transit",5
17031520300,Arts and Entertainment,2
17031520300,Childcare and Schools,4
17031520300,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031520300,Personal Service,1
17031520300,Public Services,1
17031520300,Religious (except school or residence),2
17031520300,Retail,3
17031520300,Trade Service,4
17031520300,"Wholesale, storage and transit",1
17031520400,Arts and Entertainment,1
17031520400,Dining,2
17031520400,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031520400,Fitness,1
17031520400,Industrial,1
17031520400,Personal Service,5
17031520400,Religious (except school or residence),2
17031520400,Retail,3
17031520400,Trade Service,3
17031520500,Arts and Entertainment,1
17031520500,Childcare and Schools,2
17031520500,Fitness,1
17031520500,Health Services,1
17031520500,Personal Service,2
17031520500,Religious (except school or residence),2
17031520500,Trade Service,4
17031520600,Childcare and Schools,2
17031520600,Fitness,1
17031520600,Industrial,1
17031520600,Trade Service,1
17031530100,Dining,1
17031530100,Personal Service,2
17031530100,Religious (except school or residence),2
17031530100,Retail,3
17031530100,Trade Service,1
17031530200,Arts and Entertainment,1
17031530200,Childcare and Schools,2
17031530200,Dining,4
17031530200,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031530200,Personal Service,2
17031530200,Religious (except school or residence),9
17031530200,Retail,7
17031530200,Social Services & Political Advocacy,1
17031530200,Trade Service,5
17031530300,Arts and Entertainment,1
17031530300,Childcare and Schools,6
17031530300,Dining,3
17031530300,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031530300,Industrial,2
17031530300,Personal Service,2
17031530300,Public Services,1
17031530300,Religious (except school or residence),8
17031530300,Retail,9
17031530300,Social Services & Political Advocacy,1
17031530300,Trade Service,5
17031530300,"Wholesale, storage and transit",2
17031530400,Childcare and Schools,2
17031530400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031530400,Industrial,1
17031530400,Personal Service,1
17031530400,Public Services,4
17031530400,Religious (except school or residence),2
17031530400,Retail,3
17031530400,Social Services & Political Advocacy,1
17031530400,Trade Service,6
17031530501,Childcare and Schools,2
17031530501,Dining,1
17031530501,Personal Service,3
17031530501,Public Services,1
17031530501,Religious (except school or residence),12
17031530501,Retail,4
17031530501,Service or Programmed Residential Space,1
17031530501,Trade Service,4
17031530503,Childcare and Schools,2
17031530503,Dining,4
17031530503,Fitness,1
17031530503,Personal Service,2
17031530503,Religious (except school or residence),3
17031530503,Retail,5
17031530503,Service or Programmed Residential Space,1
17031530503,Social Services & Political Advocacy,1
17031530503,Trade Service,7
17031530600,Religious (except school or residence),1
17031530600,Retail,1
17031530600,Social Services & Political Advocacy,1
17031540101,Childcare and Schools,6
17031540101,Fitness,1
17031540101,Personal Service,1
17031540101,Public Services,1
17031540101,Religious (except school or residence),1
17031540101,Retail,2
17031540101,Social Services & Political Advocacy,1
17031540101,Trade Service,1
17031540101,"Wholesale, storage and transit",1
17031540102,Arts and Entertainment,2
17031540102,Childcare and Schools,2
17031540102,Dining,1
17031540102,Fitness,2
17031540102,Health Services,1
17031540102,Industrial,2
17031540102,Other,1
17031540102,Public Services,1
17031540102,Retail,1
17031540102,Service or Programmed Residential Space,1
17031540102,Trade Service,2
17031540102,"Wholesale, storage and transit",2
17031550100,Arts and Entertainment,7
17031550100,Childcare and Schools,4
17031550100,Dining,12
17031550100,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031550100,Fitness,1
17031550100,Health Services,7
17031550100,Industrial,3
17031550100,Personal Service,3
17031550100,Public Services,4
17031550100,Religious (except school or residence),8
17031550100,Retail,11
17031550100,Service or Programmed Residential Space,1
17031550100,Social Services & Political Advocacy,5
17031550100,Trade Service,7
17031550100,"Wholesale, storage and transit",2
17031550200,Childcare and Schools,2
17031550200,Dining,1
17031550200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031550200,Industrial,3
17031550200,Public Services,1
17031550200,Religious (except school or residence),1
17031550200,Retail,1
17031550200,Social Services & Political Advocacy,1
17031550200,Trade Service,5
17031550200,"Wholesale, storage and transit",6
17031560100,Childcare and Schools,1
17031560100,Dining,1
17031560100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031560100,Health Services,1
17031560100,Industrial,6
17031560100,Retail,4
17031560100,Service or Programmed Residential Space,1
17031560100,Trade Service,8
17031560100,"Wholesale, storage and transit",3
17031560200,Arts and Entertainment,1
17031560200,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031560200,Retail,1
17031560200,Social Services & Political Advocacy,1
17031560200,Trade Service,1
17031560200,"Wholesale, storage and transit",1
17031560300,Childcare and Schools,1
17031560300,Dining,4
17031560300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031560300,Health Services,2
17031560300,Religious (except school or residence),1
17031560300,Retail,3
17031560300,Trade Service,3
17031560300,"Wholesale, storage and transit",1
17031560400,Arts and Entertainment,2
17031560400,Childcare and Schools,1
17031560400,Dining,1
17031560400,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031560400,Industrial,1
17031560400,Retail,2
17031560400,Service or Programmed Residential Space,1
17031560400,Trade Service,3
17031560400,"Wholesale, storage and transit",4
17031560700,Childcare and Schools,1
17031560700,Dining,5
17031560700,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031560700,Fitness,1
17031560700,Health Services,6
17031560700,Industrial,1
17031560700,Personal Service,5
17031560700,Public Services,1
17031560700,Retail,4
17031560700,Social Services & Political Advocacy,1
17031560700,Trade Service,8
17031560700,"Wholesale, storage and transit",1
17031560800,Arts and Entertainment,3
17031560800,Dining,6
17031560800,"Financial, Insurance, Real Estate, Legal, and Professional",11
17031560800,Health Services,8
17031560800,Personal Service,5
17031560800,Religious (except school or residence),2
17031560800,Retail,10
17031560800,Social Services & Political Advocacy,1
17031560800,Trade Service,9
17031560800,"Wholesale, storage and transit",3
17031560900,Arts and Entertainment,2
17031560900,Childcare and Schools,3
17031560900,Dining,16
17031560900,"Financial, Insurance, Real Estate, Legal, and Professional",24
17031560900,Fitness,1
17031560900,Health Services,15
17031560900,Personal Service,15
17031560900,Retail,9
17031560900,Service or Programmed Residential Space,2
17031560900,Trade Service,9
17031561000,Arts and Entertainment,7
17031561000,Childcare and Schools,1
17031561000,Dining,4
17031561000,"Financial, Insurance, Real Estate, Legal, and Professional",17
17031561000,Fitness,2
17031561000,Health Services,29
17031561000,Industrial,1
17031561000,Personal Service,8
17031561000,Retail,6
17031561000,Social Services & Political Advocacy,2
17031561000,Trade Service,18
17031561000,"Wholesale, storage and transit",8
17031561100,Childcare and Schools,1
17031561100,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031561100,Health Services,2
17031561100,Retail,1
17031561100,Social Services & Political Advocacy,1
17031561100,Trade Service,12
17031561100,"Wholesale, storage and transit",5
17031570100,Dining,8
17031570100,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031570100,Fitness,1
17031570100,Health Services,2
17031570100,Industrial,5
17031570100,Retail,11
17031570100,Trade Service,10
17031570100,"Wholesale, storage and transit",14
17031570200,Arts and Entertainment,1
17031570200,Childcare and Schools,3
17031570200,Dining,10
17031570200,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031570200,Health Services,3
17031570200,Industrial,22
17031570200,Other,2
17031570200,Personal Service,4
17031570200,Retail,23
17031570200,Social Services & Political Advocacy,4
17031570200,Trade Service,19
17031570200,"Wholesale, storage and transit",37
17031570300,Arts and Entertainment,5
17031570300,Childcare and Schools,5
17031570300,Dining,27
17031570300,"Financial, Insurance, Real Estate, Legal, and Professional",13
17031570300,Fitness,1
17031570300,Health Services,7
17031570300,Industrial,3
17031570300,Personal Service,11
17031570300,Public Services,3
17031570300,Religious (except school or residence),4
17031570300,Retail,10
17031570300,Social Services & Political Advocacy,1
17031570300,Trade Service,6
17031570300,"Wholesale, storage and transit",1
17031570400,Arts and Entertainment,1
17031570400,Childcare and Schools,3
17031570400,Dining,5
17031570400,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031570400,Fitness,1
17031570400,Health Services,2
17031570400,Industrial,3
17031570400,Personal Service,4
17031570400,Religious (except school or residence),1
17031570400,Retail,6
17031570400,Service or Programmed Residential Space,2
17031570400,Trade Service,13
17031570400,"Wholesale, storage and transit",1
17031570500,Dining,6
17031570500,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031570500,Fitness,1
17031570500,Health Services,4
17031570500,Industrial,2
17031570500,Personal Service,1
17031570500,Religious (except school or residence),3
17031570500,Retail,6
17031570500,Trade Service,10
17031570500,Unknown,1
17031580100,Arts and Entertainment,1
17031580100,Dining,6
17031580100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031580100,Fitness,2
17031580100,Industrial,5
17031580100,Personal Service,5
17031580100,Religious (except school or residence),3
17031580100,Retail,9
17031580100,Trade Service,10
17031580100,"Wholesale, storage and transit",5
17031580200,Arts and Entertainment,1
17031580200,Dining,4
17031580200,Industrial,2
17031580200,Retail,1
17031580200,Trade Service,6
17031580200,"Wholesale, storage and transit",4
17031580300,Dining,1
17031580300,Health Services,1
17031580300,Industrial,2
17031580300,Personal Service,1
17031580300,Religious (except school or residence),1
17031580300,Retail,3
17031580300,Trade Service,8
17031580300,"Wholesale, storage and transit",5
17031580400,Arts and Entertainment,2
17031580400,Childcare and Schools,2
17031580400,Dining,15
17031580400,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031580400,Health Services,5
17031580400,Personal Service,10
17031580400,Retail,15
17031580400,Social Services & Political Advocacy,1
17031580400,Trade Service,15
17031580400,Unknown,1
17031580400,"Wholesale, storage and transit",2
17031580501,Arts and Entertainment,3
17031580501,Childcare and Schools,3
17031580501,Dining,9
17031580501,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031580501,Fitness,1
17031580501,Health Services,4
17031580501,Personal Service,4
17031580501,Public Services,1
17031580501,Religious (except school or residence),3
17031580501,Retail,12
17031580501,Trade Service,6
17031580502,Arts and Entertainment,2
17031580502,Childcare and Schools,5
17031580502,Dining,14
17031580502,"Financial, Insurance, Real Estate, Legal, and Professional",15
17031580502,Health Services,12
17031580502,Personal Service,8
17031580502,Retail,27
17031580502,Service or Programmed Residential Space,1
17031580502,Trade Service,9
17031580502,"Wholesale, storage and transit",1
17031580600,Dining,7
17031580600,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031580600,Health Services,1
17031580600,Industrial,1
17031580600,Personal Service,10
17031580600,Retail,12
17031580600,Trade Service,7
17031580700,Arts and Entertainment,1
17031580700,Health Services,1
17031580700,Trade Service,2
17031580800,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031580800,Retail,1
17031580800,Trade Service,1
17031590500,Childcare and Schools,2
17031590500,Dining,7
17031590500,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031590500,Fitness,1
17031590500,Personal Service,5
17031590500,Public Services,1
17031590500,Religious (except school or residence),1
17031590500,Retail,7
17031590500,Social Services & Political Advocacy,2
17031590500,Trade Service,10
17031590500,"Wholesale, storage and transit",2
17031590600,Childcare and Schools,1
17031590600,Dining,1
17031590600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031590600,Health Services,1
17031590600,Other,1
17031590600,Personal Service,1
17031590600,Public Services,1
17031590600,Religious (except school or residence),3
17031590600,Trade Service,2
17031590700,Childcare and Schools,6
17031590700,Dining,3
17031590700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031590700,Health Services,2
17031590700,Industrial,10
17031590700,Public Services,4
17031590700,Religious (except school or residence),1
17031590700,Retail,8
17031590700,Trade Service,8
17031590700,"Wholesale, storage and transit",9
17031600400,Arts and Entertainment,3
17031600400,Childcare and Schools,3
17031600400,Dining,10
17031600400,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031600400,Health Services,3
17031600400,Industrial,1
17031600400,Personal Service,6
17031600400,Religious (except school or residence),1
17031600400,Retail,5
17031600400,Service or Programmed Residential Space,1
17031600400,Trade Service,6
17031600600,Childcare and Schools,4
17031600600,Dining,2
17031600600,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031600600,Fitness,2
17031600600,Health Services,1
17031600600,Industrial,1
17031600600,Other,1
17031600600,Personal Service,1
17031600600,Public Services,1
17031600600,Retail,4
17031600600,Social Services & Political Advocacy,2
17031600600,Trade Service,7
17031600700,Arts and Entertainment,1
17031600700,Childcare and Schools,2
17031600700,Dining,3
17031600700,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031600700,Fitness,1
17031600700,Health Services,2
17031600700,Personal Service,8
17031600700,Retail,5
17031600700,Social Services & Political Advocacy,1
17031600700,Trade Service,8
17031600900,Arts and Entertainment,3
17031600900,Childcare and Schools,1
17031600900,Dining,3
17031600900,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031600900,Personal Service,2
17031600900,Public Services,2
17031600900,Religious (except school or residence),3
17031600900,Retail,1
17031600900,Trade Service,3
17031610300,Arts and Entertainment,4
17031610300,Childcare and Schools,6
17031610300,Dining,18
17031610300,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031610300,Fitness,1
17031610300,Health Services,5
17031610300,Industrial,12
17031610300,Personal Service,7
17031610300,Public Services,3
17031610300,Religious (except school or residence),2
17031610300,Retail,36
17031610300,Social Services & Political Advocacy,3
17031610300,Trade Service,23
17031610300,"Wholesale, storage and transit",15
17031610400,Arts and Entertainment,2
17031610400,Childcare and Schools,3
17031610400,Dining,2
17031610400,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031610400,Health Services,1
17031610400,Personal Service,4
17031610400,Religious (except school or residence),1
17031610400,Retail,16
17031610400,Service or Programmed Residential Space,1
17031610400,Social Services & Political Advocacy,1
17031610400,Trade Service,6
17031610800,Dining,2
17031610800,Fitness,1
17031610800,Industrial,1
17031610800,Trade Service,2
17031611200,Childcare and Schools,4
17031611200,Dining,2
17031611200,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031611200,Health Services,1
17031611200,Industrial,1
17031611200,Personal Service,4
17031611200,Religious (except school or residence),1
17031611200,Retail,24
17031611200,Service or Programmed Residential Space,2
17031611200,Social Services & Political Advocacy,3
17031611200,Trade Service,6
17031611200,"Wholesale, storage and transit",1
17031611300,Arts and Entertainment,1
17031611300,Childcare and Schools,5
17031611300,Dining,7
17031611300,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031611300,Health Services,2
17031611300,Personal Service,3
17031611300,Public Services,1
17031611300,Religious (except school or residence),6
17031611300,Retail,21
17031611300,Social Services & Political Advocacy,3
17031611300,Trade Service,2
17031611400,Childcare and Schools,4
17031611400,Dining,3
17031611400,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031611400,Fitness,1
17031611400,Health Services,2
17031611400,Personal Service,2
17031611400,Religious (except school or residence),3
17031611400,Retail,12
17031611400,Social Services & Political Advocacy,1
17031611500,Arts and Entertainment,1
17031611500,Childcare and Schools,2
17031611500,Dining,4
17031611500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031611500,Fitness,1
17031611500,Health Services,1
17031611500,Industrial,3
17031611500,Personal Service,2
17031611500,Public Services,1
17031611500,Religious (except school or residence),2
17031611500,Retail,7
17031611500,Service or Programmed Residential Space,2
17031611500,Social Services & Political Advocacy,1
17031611500,Trade Service,8
17031611600,Dining,1
17031611600,Personal Service,1
17031611600,Religious (except school or residence),3
17031611600,Retail,2
17031611600,Trade Service,3
17031611700,Childcare and Schools,2
17031611700,Dining,1
17031611700,Religious (except school or residence),4
17031611700,Retail,5
17031611700,Social Services & Political Advocacy,1
17031611800,Childcare and Schools,3
17031611800,Religious (except school or residence),4
17031611800,Retail,8
17031611800,Trade Service,3
17031611900,Arts and Entertainment,1
17031611900,Childcare and Schools,2
17031611900,Dining,2
17031611900,Fitness,1
17031611900,Health Services,2
17031611900,Personal Service,2
17031611900,Public Services,1
17031611900,Religious (except school or residence),9
17031611900,Retail,4
17031611900,Social Services & Political Advocacy,1
17031611900,Trade Service,4
17031612000,Childcare and Schools,1
17031612000,Religious (except school or residence),2
17031612000,Social Services & Political Advocacy,1
17031612100,Childcare and Schools,1
17031612100,Dining,1
17031612100,Religious (except school or residence),4
17031612100,Retail,3
17031612100,Social Services & Political Advocacy,1
17031612200,Arts and Entertainment,1
17031612200,Dining,5
17031612200,Industrial,2
17031612200,Personal Service,2
17031612200,Religious (except school or residence),2
17031612200,Retail,8
17031612200,Trade Service,6
17031612200,"Wholesale, storage and transit",4
17031620100,Arts and Entertainment,1
17031620100,Childcare and Schools,3
17031620100,Dining,11
17031620100,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031620100,Health Services,2
17031620100,Industrial,1
17031620100,Personal Service,1
17031620100,Public Services,1
17031620100,Retail,10
17031620100,Trade Service,5
17031620100,"Wholesale, storage and transit",3
17031620200,Arts and Entertainment,2
17031620200,Childcare and Schools,1
17031620200,Dining,14
17031620200,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031620200,Fitness,2
17031620200,Health Services,3
17031620200,Personal Service,16
17031620200,Public Services,3
17031620200,Retail,40
17031620200,Service or Programmed Residential Space,1
17031620200,Trade Service,14
17031620200,"Wholesale, storage and transit",4
17031620300,Arts and Entertainment,3
17031620300,Childcare and Schools,6
17031620300,Dining,6
17031620300,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031620300,Fitness,2
17031620300,Health Services,10
17031620300,Personal Service,10
17031620300,Religious (except school or residence),2
17031620300,Retail,6
17031620300,Service or Programmed Residential Space,1
17031620300,Trade Service,11
17031620300,"Wholesale, storage and transit",3
17031620400,Arts and Entertainment,1
17031620400,Childcare and Schools,2
17031620400,Dining,4
17031620400,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031620400,Health Services,4
17031620400,Personal Service,4
17031620400,Religious (except school or residence),3
17031620400,Retail,6
17031620400,Trade Service,2
17031620400,"Wholesale, storage and transit",1
17031630300,Arts and Entertainment,3
17031630300,Childcare and Schools,5
17031630300,Dining,13
17031630300,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031630300,Fitness,1
17031630300,Health Services,5
17031630300,Industrial,1
17031630300,Personal Service,8
17031630300,Public Services,1
17031630300,Religious (except school or residence),3
17031630300,Retail,19
17031630300,Social Services & Political Advocacy,1
17031630300,Trade Service,9
17031630300,"Wholesale, storage and transit",1
17031630400,Childcare and Schools,3
17031630400,Dining,10
17031630400,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031630400,Health Services,1
17031630400,Personal Service,4
17031630400,Religious (except school or residence),1
17031630400,Retail,17
17031630400,Trade Service,7
17031630500,Arts and Entertainment,1
17031630500,Childcare and Schools,6
17031630500,Dining,8
17031630500,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031630500,Health Services,2
17031630500,Personal Service,4
17031630500,Religious (except school or residence),2
17031630500,Retail,16
17031630500,Social Services & Political Advocacy,1
17031630500,Trade Service,3
17031630600,Arts and Entertainment,1
17031630600,Childcare and Schools,2
17031630600,Dining,7
17031630600,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031630600,Health Services,1
17031630600,Industrial,2
17031630600,Personal Service,4
17031630600,Public Services,5
17031630600,Religious (except school or residence),1
17031630600,Retail,12
17031630600,Social Services & Political Advocacy,1
17031630600,Trade Service,14
17031630600,"Wholesale, storage and transit",3
17031630800,Arts and Entertainment,3
17031630800,Childcare and Schools,2
17031630800,Dining,13
17031630800,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031630800,Fitness,2
17031630800,Health Services,3
17031630800,Personal Service,5
17031630800,Religious (except school or residence),1
17031630800,Retail,10
17031630800,Trade Service,10
17031630800,"Wholesale, storage and transit",2
