census_tract,Place Type,count_of_Active_PlaceStatus
17031711000,Social Services & Political Advocacy,2
17031711000,Trade Service,2
17031711000,"Wholesale, Storage and Transportation",1
17031711100,Childcare and Schools,4
17031711100,Dining,3
17031711100,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031711100,Fitness,1
17031711100,Personal Service,7
17031711100,Public Services,1
17031711100,Religious (except school or residence),12
17031711100,Retail,11
17031711100,Trade Service,3
17031711200,Childcare and Schools,8
17031711200,Dining,3
17031711200,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031711200,Fitness,1
17031711200,Health Services,3
17031711200,Personal Service,10
17031711200,Religious (except school or residence),7
17031711200,Retail,4
17031711200,Service or Programmed Residential Space,1
17031711200,Social Services & Political Advocacy,1
17031711200,Trade Service,3
17031711200,"Wholesale, Storage and Transportation",1
17031711300,Arts and Entertainment,1
17031711300,Childcare and Schools,3
17031711300,Dining,2
17031711300,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031711300,Health Services,1
17031711300,Personal Service,4
17031711300,Religious (except school or residence),3
17031711300,Retail,2
17031711300,Service or Programmed Residential Space,1
17031711300,Social Services & Political Advocacy,1
17031711400,Arts and Entertainment,1
17031711400,Childcare and Schools,3
17031711400,Dining,2
17031711400,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031711400,Industrial,1
17031711400,Personal Service,7
17031711400,Public Services,1
17031711400,Religious (except school or residence),6
17031711400,Retail,13
17031711400,Service or Programmed Residential Space,1
17031711400,Social Services & Political Advocacy,1
17031711400,Trade Service,7
17031711400,"Wholesale, Storage and Transportation",4
17031711500,Childcare and Schools,4
17031711500,Religious (except school or residence),3
17031711500,Trade Service,1
17031750100,Arts and Entertainment,2
17031750100,Childcare and Schools,2
17031750100,Cook County Land Bank,3
17031750100,Dining,3
17031750100,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031750100,Health Services,1
17031750100,Personal Service,2
17031750100,Religious (except school or residence),6
17031750100,Retail,1
17031750100,Social Services & Political Advocacy,2
17031750100,Trade Service,6
17031750200,Childcare and Schools,5
17031750200,Dining,3
17031750200,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031750200,Fitness,2
17031750200,Health Services,3
17031750200,Personal Service,6
17031750200,Public Services,1
17031750200,Religious (except school or residence),3
17031750200,Retail,3
17031750200,Service or Programmed Residential Space,1
17031750200,Social Services & Political Advocacy,3
17031750200,Trade Service,4
17031750300,Childcare and Schools,1
17031750300,Dining,5
17031750300,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031750300,Fitness,1
17031750300,Health Services,3
17031750300,Personal Service,4
17031750300,Retail,4
17031750300,Trade Service,2
17031750400,Arts and Entertainment,2
17031750400,Dining,4
17031750400,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031750400,Fitness,1
17031750400,Health Services,9
17031750400,Personal Service,5
17031750400,Retail,4
17031750400,Social Services & Political Advocacy,3
17031750400,Trade Service,1
17031750500,Arts and Entertainment,2
17031750500,Childcare and Schools,2
17031750500,Dining,7
17031750500,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031750500,Fitness,1
17031750500,Health Services,1
17031750500,Personal Service,9
17031750500,Public Services,1
17031750500,Religious (except school or residence),3
17031750500,Retail,8
17031750500,Service or Programmed Residential Space,2
17031750500,Trade Service,8
17031750500,Unknown,1
17031750600,Childcare and Schools,5
17031750600,Cook County Land Bank,1
17031750600,Dining,4
17031750600,Other,1
17031750600,Personal Service,1
17031750600,Religious (except school or residence),4
17031750600,Retail,4
17031750600,Service or Programmed Residential Space,1
17031750600,Social Services & Political Advocacy,3
17031750600,Trade Service,3
17031750600,Unknown,1
17031750600,"Wholesale, Storage and Transportation",4
17031810900,Childcare and Schools,1
17031810900,Dining,2
17031810900,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031810900,Health Services,2
17031810900,Retail,5
17031810900,Trade Service,1
17031812100,Retail,1
17031813400,Dining,1
17031813400,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031813400,Health Services,1
17031813400,Retail,3
17031813400,Social Services & Political Advocacy,1
17031816500,Retail,1
17031820800,"Wholesale, Storage and Transportation",1
17031821102,Personal Service,1
17031830500,Arts and Entertainment,1
17031830500,Dining,1
17031830500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031830500,Fitness,1
17031830500,Health Services,1
17031830500,Personal Service,1
17031830500,Religious (except school or residence),1
17031830500,Retail,3
17031830500,Trade Service,2
17031831300,Dining,1
17031831300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031831300,Health Services,1
17031831300,Personal Service,4
17031831300,Retail,12
17031831300,Trade Service,6
17031831400,Arts and Entertainment,1
17031831400,Childcare and Schools,5
17031831400,Dining,8
17031831400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031831400,Health Services,4
17031831400,Industrial,12
17031831400,Personal Service,4
17031831400,Public Services,1
17031831400,Religious (except school or residence),3
17031831400,Retail,24
17031831400,Service or Programmed Residential Space,1
17031831400,Social Services & Political Advocacy,2
17031831400,Trade Service,21
17031831400,"Wholesale, Storage and Transportation",9
17031831500,Dining,1
17031831500,Fitness,1
17031831500,Health Services,3
17031831500,Personal Service,1
17031831500,Religious (except school or residence),2
17031831500,Retail,6
17031831500,Trade Service,1
17031831600,Dining,1
17031831600,Health Services,1
17031831600,Industrial,1
17031831600,Retail,1
17031831600,"Wholesale, Storage and Transportation",2
17031832600,Dining,1
17031832600,Trade Service,1
17031832900,Arts and Entertainment,1
17031832900,Childcare and Schools,5
17031832900,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031832900,Fitness,1
17031832900,Religious (except school or residence),3
17031832900,Service or Programmed Residential Space,1
17031832900,Social Services & Political Advocacy,2
17031832900,Trade Service,3
17031833000,Arts and Entertainment,1
17031833000,Childcare and Schools,3
17031833000,Dining,18
17031833000,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031833000,Fitness,3
17031833000,Health Services,6
17031833000,Other,1
17031833000,Personal Service,2
17031833000,Retail,9
17031833000,Service or Programmed Residential Space,1
17031833000,Social Services & Political Advocacy,2
17031833000,Trade Service,2
17031833100,Arts and Entertainment,1
17031833100,Childcare and Schools,3
17031833100,Dining,26
17031833100,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031833100,Fitness,6
17031833100,Health Services,6
17031833100,Industrial,1
17031833100,Personal Service,7
17031833100,Public Services,3
17031833100,Religious (except school or residence),2
17031833100,Retail,15
17031833100,Service or Programmed Residential Space,1
17031833100,Social Services & Political Advocacy,3
17031833100,Trade Service,3
17031833100,"Wholesale, Storage and Transportation",1
17031833300,Arts and Entertainment,1
17031833300,Childcare and Schools,6
17031833300,Dining,30
17031833300,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031833300,Health Services,2
17031833300,Personal Service,8
17031833300,Religious (except school or residence),3
17031833300,Retail,7
17031833300,Service or Programmed Residential Space,1
17031833300,Trade Service,1
17031833900,Arts and Entertainment,1
17031833900,Childcare and Schools,6
17031833900,Dining,3
17031833900,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031833900,Fitness,1
17031833900,Health Services,5
17031833900,Other,1
17031833900,Personal Service,4
17031833900,Public Services,1
17031833900,Religious (except school or residence),8
17031833900,Retail,10
17031833900,Social Services & Political Advocacy,3
17031833900,Trade Service,1
17031834000,Childcare and Schools,2
17031834000,Dining,1
17031834000,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031834000,Health Services,1
17031834000,Personal Service,1
17031834000,Religious (except school or residence),3
17031834000,Retail,3
17031834000,Social Services & Political Advocacy,1
17031834000,"Wholesale, Storage and Transportation",2
17031834200,Arts and Entertainment,1
17031834200,Childcare and Schools,4
17031834200,Dining,5
17031834200,F.I.R.E,8
17031834200,Health Services,13
17031834200,Industrial,2
17031834200,Non-residential religious,3
17031834200,Personal Service,10
17031834200,Religious (except school or residence),2
17031834200,Retail,21
17031834200,Trade Service,6
17031834300,Arts and Entertainment,1
17031834300,Childcare and Schools,8
17031834300,Dining,6
17031834300,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031834300,Health Services,9
17031834300,Industrial,1
17031834300,Non-residential religious,1
17031834300,Personal Service,8
17031834300,Public Services,1
17031834300,Religious (except school or residence),3
17031834300,Retail,10
17031834300,Social Services & Political Advocacy,1
17031834300,Trade Service,9
17031834400,Childcare and Schools,4
17031834400,Dining,2
17031834400,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031834400,Health Services,1
17031834400,Other,1
17031834400,Public Services,1
17031834400,Religious (except school or residence),4
17031834400,Retail,2
17031834400,Service or Programmed Residential Space,1
17031834400,"Wholesale, Storage and Transportation",1
17031834500,Dining,3
17031834500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031834500,Industrial,2
17031834500,Personal Service,1
17031834500,Public Services,1
17031834500,Religious (except school or residence),4
17031834500,Retail,2
17031834500,Trade Service,3
17031834600,Childcare and Schools,4
17031834600,Dining,1
17031834600,Fitness,1
17031834600,Health Services,1
17031834600,Other,1
17031834600,Public Services,1
17031834600,Religious (except school or residence),6
17031834600,Retail,1
17031834600,Service or Programmed Residential Space,1
17031834600,Social Services & Political Advocacy,1
17031834600,Trade Service,1
17031834700,Childcare and Schools,3
17031834700,Religious (except school or residence),6
17031834700,Retail,4
17031834700,Social Services & Political Advocacy,2
17031834700,Trade Service,2
17031834800,Childcare and Schools,1
17031834800,Health Services,2
17031834800,Religious (except school or residence),2
17031834800,Retail,1
17031834800,Service or Programmed Residential Space,2
17031834800,Social Services & Political Advocacy,2
17031834900,Childcare and Schools,3
17031834900,Fitness,1
17031834900,Personal Service,1
17031834900,Religious (except school or residence),4
17031834900,Retail,1
17031834900,Service or Programmed Residential Space,2
17031835000,Childcare and Schools,1
17031835000,Dining,2
17031835000,F.I.R.E,1
17031835000,Trade Service,1
17031835100,Childcare and Schools,7
17031835100,Dining,6
17031835100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031835100,Health Services,1
17031835100,Industrial,4
17031835100,Other,1
17031835100,Personal Service,3
17031835100,Religious (except school or residence),1
17031835100,Retail,18
17031835100,Trade Service,21
17031835100,"Wholesale, Storage and Transportation",1
17031835200,Dining,1
17031835500,Childcare and Schools,1
17031835500,Dining,3
17031835500,Fitness,1
17031835500,Industrial,4
17031835500,Public Services,1
17031835500,Religious (except school or residence),3
17031835500,Retail,8
17031835500,Service or Programmed Residential Space,1
17031835500,Trade Service,2
17031835500,"Wholesale, Storage and Transportation",2
17031835600,Childcare and Schools,2
17031835600,Dining,3
17031835600,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031835600,Health Services,3
17031835600,Personal Service,3
17031835600,Public Services,3
17031835600,Religious (except school or residence),1
17031835600,Retail,13
17031835600,Service or Programmed Residential Space,1
17031835600,Trade Service,2
17031835600,"Wholesale, Storage and Transportation",1
17031835800,Arts and Entertainment,1
17031835800,Dining,4
17031835800,Personal Service,2
17031835800,Religious (except school or residence),5
17031835800,Retail,3
17031836000,Arts and Entertainment,1
17031836000,Childcare and Schools,5
17031836000,Dining,1
17031836000,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031836000,Fitness,2
17031836000,Health Services,2
17031836000,Personal Service,6
17031836000,Public Services,2
17031836000,Religious (except school or residence),7
17031836000,Retail,4
17031836000,Social Services & Political Advocacy,4
17031836000,Trade Service,1
17031836100,Childcare and Schools,7
17031836100,Dining,4
17031836100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031836100,Other,4
17031836100,Public Services,2
17031836100,Religious (except school or residence),7
17031836100,Retail,3
17031836100,Service or Programmed Residential Space,1
17031836100,Trade Service,1
17031836200,Arts and Entertainment,12
17031836200,Childcare and Schools,58
17031836200,Dining,17
17031836200,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031836200,Fitness,2
17031836200,Health Services,12
17031836200,Other,1
17031836200,Public Services,5
17031836200,Religious (except school or residence),10
17031836200,Retail,2
17031836200,Service or Programmed Residential Space,4
17031836200,Social Services & Political Advocacy,6
17031836200,Trade Service,1
17031836200,"Wholesale, Storage and Transportation",4
17031836300,Retail,1
17031836300,Trade Service,1
17031836300,"Wholesale, Storage and Transportation",1
17031836400,Childcare and Schools,1
17031836400,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031836400,Health Services,1
17031836400,Personal Service,1
17031836400,Religious (except school or residence),3
17031836400,Service or Programmed Residential Space,2
17031836400,Social Services & Political Advocacy,1
17031836500,Childcare and Schools,2
17031836500,Dining,1
17031836500,Religious (except school or residence),2
17031836600,Dining,5
17031836600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031836600,Health Services,1
17031836600,Industrial,3
17031836600,Religious (except school or residence),1
17031836600,Retail,8
17031836600,Social Services & Political Advocacy,2
17031836600,Trade Service,15
17031836600,"Wholesale, Storage and Transportation",1
17031836700,Dining,3
17031836700,Religious (except school or residence),1
17031836700,Retail,2
17031836700,Trade Service,3
17031836700,"Wholesale, Storage and Transportation",2
17031837300,Childcare and Schools,1
17031837300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031837300,Public Services,1
17031837300,Retail,1
17031837400,Trade Service,2
17031837800,Arts and Entertainment,3
17031837800,Childcare and Schools,5
17031837800,Dining,3
17031837800,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031837800,Health Services,6
17031837800,Industrial,7
17031837800,Personal Service,3
17031837800,Public Services,2
17031837800,Religious (except school or residence),6
17031837800,Retail,20
17031837800,Social Services & Political Advocacy,5
17031837800,Trade Service,30
17031837800,"Wholesale, Storage and Transportation",10
17031838000,Childcare and Schools,7
17031838000,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031838000,Health Services,4
17031838000,Other,2
17031838000,Public Services,1
17031838000,Religious (except school or residence),1
17031838000,Social Services & Political Advocacy,2
17031838000,Trade Service,1
17031838100,Arts and Entertainment,2
17031838100,Childcare and Schools,2
17031838100,Dining,5
17031838100,Fitness,2
17031838100,Health Services,4
17031838100,Other,1
17031838100,Religious (except school or residence),5
17031838100,Retail,2
17031838100,Service or Programmed Residential Space,1
17031838100,Social Services & Political Advocacy,4
17031838100,Trade Service,1
17031838100,Unknown,1
17031838100,"Wholesale, Storage and Transportation",1
17031838200,Arts and Entertainment,1
17031838200,Childcare and Schools,16
17031838200,Dining,9
17031838200,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031838200,Health Services,24
17031838200,Industrial,2
17031838200,Other,1
17031838200,Public Services,6
17031838200,Religious (except school or residence),1
17031838200,Retail,2
17031838200,Social Services & Political Advocacy,4
17031838200,Trade Service,2
17031838200,"Wholesale, Storage and Transportation",4
17031838600,Childcare and Schools,2
17031838600,Dining,1
17031838600,F.I.R.E,1
17031838600,Personal Service,1
17031838600,Religious (except school or residence),2
17031838600,Retail,3
17031838600,Service or Programmed Residential Space,1
17031838600,Social Services & Political Advocacy,1
17031838600,Trade Service,3
17031838600,"Wholesale, Storage and Transportation",2
17031838700,Childcare and Schools,2
17031838700,Dining,5
17031838700,F.I.R.E,4
17031838700,Health Services,2
17031838700,Non-residential religious,3
17031838700,Other,2
17031838700,Personal Service,4
17031838700,Religious (except school or residence),13
17031838700,Retail,14
17031838700,Service or Programmed Residential Space,1
17031838700,Social Services & Political Advocacy,2
17031838700,Trade Service,4
17031838800,Industrial,3
17031838800,Public Services,1
17031838800,Social Services & Political Advocacy,1
17031839200,Arts and Entertainment,3
17031839200,Childcare and Schools,2
17031839200,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031839200,Health Services,18
17031839200,Personal Service,2
17031839200,Public Services,1
17031839200,Religious (except school or residence),4
17031839200,Retail,3
17031839200,Service or Programmed Residential Space,1
17031839200,Social Services & Political Advocacy,8
17031839200,Trade Service,7
17031839200,"Wholesale, Storage and Transportation",3
17031839500,Childcare and Schools,1
17031839500,Dining,5
17031839500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031839500,Health Services,1
17031839500,Personal Service,4
17031839500,Public Services,2
17031839500,Religious (except school or residence),1
17031839500,Retail,10
17031839500,Service or Programmed Residential Space,1
17031839500,Trade Service,1
17031839600,Arts and Entertainment,2
17031839600,Childcare and Schools,4
17031839600,Dining,4
17031839600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031839600,Fitness,1
17031839600,Health Services,3
17031839600,Personal Service,8
17031839600,Public Services,1
17031839600,Religious (except school or residence),4
17031839600,Retail,2
17031839600,Service or Programmed Residential Space,2
17031839600,Social Services & Political Advocacy,2
17031840000,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031840300,Dining,1
17031840400,Personal Service,1
17031840700,Childcare and Schools,1
17031840700,Dining,4
17031840700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031840700,Health Services,1
17031840700,Retail,5
17031841000,Dining,1
17031841000,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031841000,Trade Service,1
17031841100,Arts and Entertainment,1
17031841100,Dining,3
17031841100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031841100,Health Services,2
17031841100,Personal Service,2
17031841100,Public Services,2
17031841100,Retail,1
17031841100,Trade Service,2
17031841200,Arts and Entertainment,1
17031841200,Childcare and Schools,4
17031841200,Dining,23
17031841200,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031841200,Fitness,2
17031841200,Health Services,3
17031841200,Personal Service,6
17031841200,Religious (except school or residence),3
17031841200,Retail,16
17031841200,Social Services & Political Advocacy,2
17031841200,Trade Service,10
17031841200,"Wholesale, Storage and Transportation",3
17031841300,Arts and Entertainment,1
17031841300,Childcare and Schools,6
17031841300,Dining,22
17031841300,"Financial, Insurance, Real Estate, Legal, and Professional",15
17031841300,Fitness,2
17031841300,Health Services,6
17031841300,Industrial,6
17031841300,Personal Service,17
17031841300,Public Services,1
17031841300,Religious (except school or residence),6
17031841300,Retail,18
17031841300,Social Services & Political Advocacy,3
17031841300,Trade Service,7
17031841300,"Wholesale, Storage and Transportation",8
17031841500,Childcare and Schools,5
17031841500,Dining,1
17031841500,F.I.R.E,3
17031841500,Non-residential religious,1
17031841500,Personal Service,1
17031841500,Public Services,1
17031841500,Religious (except school or residence),10
17031841500,Retail,5
17031841500,Social Services & Political Advocacy,1
17031841500,Trade Service,4
17031841700,Dining,1
17031841800,Arts and Entertainment,6
17031841800,Childcare and Schools,10
17031841800,Dining,1
17031841800,F.I.R.E,3
17031841800,Health Services,3
17031841800,Non-residential religious,9
17031841800,Other,1
17031841800,Personal Service,1
17031841800,Public Services,1
17031841800,Religious (except school or residence),5
17031841800,Retail,5
17031841800,Service or Programmed Residential Space,1
17031841800,Social Services & Political Advocacy,3
17031841800,Trade Service,2
17031841800,"Wholesale, Storage and Transportation",1
17031841900,Arts and Entertainment,5
17031841900,Childcare and Schools,19
17031841900,Cook County Land Bank,1
17031841900,Dining,32
17031841900,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031841900,Fitness,1
17031841900,Health Services,6
17031841900,Homeless,1
17031841900,Other,1
17031841900,Personal Service,8
17031841900,Public Services,4
17031841900,Religious (except school or residence),1
17031841900,Retail,23
17031841900,Service or Programmed Residential Space,3
17031841900,Trade Service,8
17031841900,"Wholesale, Storage and Transportation",6
17031842000,Childcare and Schools,17
17031842000,Dining,4
17031842000,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031842000,Health Services,2
17031842000,Industrial,3
17031842000,Other,3
17031842000,Personal Service,3
17031842000,Religious (except school or residence),1
17031842000,Retail,7
17031842000,Service or Programmed Residential Space,5
17031842000,Social Services & Political Advocacy,1
17031842000,Trade Service,1
17031842000,"Wholesale, Storage and Transportation",1
17031842100,Dining,1
17031842100,Fitness,1
17031842100,Industrial,3
17031842100,Personal Service,1
17031842100,Retail,3
17031842100,Trade Service,1
17031842300,Dining,1
17031842300,F.I.R.E,1
17031842300,Retail,1
17031842400,Childcare and Schools,1
17031842400,Dining,6
17031842400,F.I.R.E,1
17031842400,Personal Service,5
17031842400,Religious (except school or residence),1
17031842400,Retail,6
17031842500,Childcare and Schools,3
17031842500,Dining,1
17031842500,F.I.R.E,2
17031842500,Industrial,1
17031842500,Personal Service,3
17031842500,Religious (except school or residence),2
17031842500,Retail,3
17031842500,Social Services & Political Advocacy,1
17031842500,Trade Service,6
17031842500,"Wholesale, Storage and Transportation",1
17031842600,Arts and Entertainment,1
17031842600,Childcare and Schools,3
17031842600,Dining,15
17031842600,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031842600,Fitness,2
17031842600,Health Services,6
17031842600,Industrial,24
17031842600,Other,1
17031842600,Personal Service,7
17031842600,Public Services,7
17031842600,Religious (except school or residence),3
17031842600,Retail,26
17031842600,Social Services & Political Advocacy,4
17031842600,Trade Service,32
17031842600,"Wholesale, Storage and Transportation",33
17031842800,Arts and Entertainment,2
17031842800,Childcare and Schools,6
17031842800,Dining,16
17031842800,"Financial, Insurance, Real Estate, Legal, and Professional",14
17031842800,Fitness,2
17031842800,Health Services,17
17031842800,Industrial,13
17031842800,Personal Service,9
17031842800,Public Services,3
17031842800,Religious (except school or residence),3
17031842800,Retail,41
17031842800,Social Services & Political Advocacy,1
17031842800,Trade Service,23
17031842800,"Wholesale, Storage and Transportation",30
17031842900,Arts and Entertainment,1
17031842900,Childcare and Schools,9
17031842900,Dining,24
17031842900,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031842900,Fitness,1
17031842900,Health Services,6
17031842900,Industrial,2
17031842900,Other,1
17031842900,Personal Service,7
17031842900,Public Services,3
17031842900,Religious (except school or residence),5
17031842900,Retail,28
17031842900,Service or Programmed Residential Space,3
17031842900,Social Services & Political Advocacy,3
17031842900,Trade Service,10
17031842900,"Wholesale, Storage and Transportation",5
17031843000,Arts and Entertainment,1
17031843000,Childcare and Schools,5
17031843000,Dining,10
17031843000,F.I.R.E,2
17031843000,Fitness,1
17031843000,Health Services,6
17031843000,Industrial,6
17031843000,Other,1
17031843000,Personal Service,5
17031843000,Public Services,3
17031843000,Religious (except school or residence),10
17031843000,Retail,14
17031843000,Service or Programmed Residential Space,2
17031843000,Social Services & Political Advocacy,5
17031843000,Trade Service,4
17031843000,"Wholesale, Storage and Transportation",3
17031843100,Arts and Entertainment,1
17031843100,Childcare and Schools,4
17031843100,Health Services,2
17031843100,Other,1
17031843100,Personal Service,3
17031843100,Religious (except school or residence),7
17031843100,Retail,1
17031843100,Service or Programmed Residential Space,1
17031843100,Social Services & Political Advocacy,1
17031843100,Trade Service,1
17031843200,Childcare and Schools,5
17031843200,Dining,15
17031843200,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031843200,Health Services,1
17031843200,Industrial,11
17031843200,Personal Service,2
17031843200,Public Services,1
17031843200,Religious (except school or residence),1
17031843200,Retail,37
17031843200,Social Services & Political Advocacy,4
17031843200,Trade Service,23
17031843200,"Wholesale, Storage and Transportation",21
17031843300,Childcare and Schools,4
17031843300,F.I.R.E,3
17031843300,Health Services,7
17031843300,Industrial,3
17031843300,Public Services,1
17031843300,Religious (except school or residence),3
17031843300,Social Services & Political Advocacy,2
17031843300,Trade Service,6
17031843400,Arts and Entertainment,1
17031843400,Childcare and Schools,1
17031843400,Dining,4
17031843400,F.I.R.E,3
17031843400,Health Services,1
17031843400,Industrial,7
17031843400,Personal Service,3
17031843400,Public Services,1
17031843400,Religious (except school or residence),2
17031843400,Retail,15
17031843400,Trade Service,15
17031843400,"Wholesale, Storage and Transportation",7
17031843500,Religious (except school or residence),1
17031843500,Retail,1
17031843600,Arts and Entertainment,1
17031843600,Childcare and Schools,4
17031843600,Dining,15
17031843600,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031843600,Health Services,3
17031843600,Personal Service,10
17031843600,Public Services,2
17031843600,Religious (except school or residence),1
17031843600,Retail,20
17031843600,Service or Programmed Residential Space,1
17031843600,Social Services & Political Advocacy,1
17031843600,Trade Service,4
17031843800,Childcare and Schools,2
17031843800,Dining,2
17031843800,Fitness,1
17031843800,Industrial,3
17031843800,Personal Service,2
17031843800,Public Services,1
17031843800,Religious (except school or residence),7
17031843800,Retail,4
17031843800,Trade Service,5
17031843800,"Wholesale, Storage and Transportation",2
17031843900,Arts and Entertainment,2
17031843900,Childcare and Schools,2
17031843900,Dining,2
17031843900,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031843900,Fitness,1
17031843900,Health Services,4
17031843900,Non-residential religious,1
17031843900,Other,2
17031843900,Personal Service,4
17031843900,Public Services,1
17031843900,Retail,2
17031843900,Service or Programmed Residential Space,3
17031843900,Social Services & Political Advocacy,2
17031843900,Trade Service,2
17031844600,Arts and Entertainment,1
17031844600,Childcare and Schools,1
17031844600,Dining,1
17031844600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031844600,Fitness,1
17031844600,Health Services,4
17031844600,Personal Service,2
17031844600,Religious (except school or residence),10
17031844600,Service or Programmed Residential Space,2
17031844600,Social Services & Political Advocacy,5
17031844700,Arts and Entertainment,1
17031844700,Childcare and Schools,5
17031844700,Health Services,3
17031844700,Non-residential religious,2
17031844700,Other,4
17031844700,Personal Service,1
17031844700,Public Services,1
17031844700,Religious (except school or residence),6
17031844700,Retail,4
17031844700,Social Services & Political Advocacy,3
17031844700,Trade Service,2
17031980100,Dining,3
17031980100,Personal Service,1
