Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
Castros Painting,1857,N Albany Ave,FL 1,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Pntng Paper Hangin,773-556-8628,,POINT(-87.7049646 41.9153347),-87.7049646,41.9153347,
Catalyst GC & Development,2514,W Armitage Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,Management Services,773-489-6470,,POINT(-87.6913092 41.9178325),-87.6913092,41.9178325,
CB Contractors,2630,W Armitage Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,Sngl-Fam Hsng Cnstr,773-489-7620,,POINT(-87.6937368 41.9176868),-87.6937368,41.9176868,
CBD Kratom,2048,N Damen Ave,,,,Chicago,,Active,Retail,Other,No,2019,,312-874-7377,,POINT(-87.6777083154764 41.9191550468925),-87.67770832,41.91915505,
CCM Consultants,2333,N Seeley Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,Services Nec,773-278-8820,,POINT(-87.6786851 41.9237768),-87.6786851,41.9237768,
CDT Realty,2650,W Belden Ave,APT 303,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Rl Este Agnts Mgrs,773-263-1950,,POINT(-87.6948107 41.9231317),-87.6948107,41.9231317,
Cellar Door Provisions,3025,W Diversey Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-697-8337,,POINT(-87.7035688281277 41.9319789007405),-87.70356883,41.9319789,
Cellar Door Salon & Studio,1905,N Milwaukee Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Beauty Shops,773-227-9223,,POINT(-87.6861957 41.9161837),-87.6861957,41.9161837,
Cellular Advantage,1948,N Elston Ave,,,,Chicago,,Out of Business,Retail,Phones,No,2019,Radio Telephon Comm,773-235-5555,,POINT(-87.6675346 41.9176033),-87.6675346,41.9176033,
Cemi Construction,2619,N Kimball Ave,APT 2r,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,"Sngl-Fam Hsng Cnstr  Painting, but no more construction services",650-995-3142,,POINT(-87.7119314 41.9289161),-87.7119314,41.9289161,
Centaurus Partners,2828,N Cambridge Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,Rl Este Agnts Mgrs,312-698-5022,,POINT(-87.6806885 41.9280011),-87.6806885,41.9280011,
Center For Changing Lives,1955,N St Louis Ave,Ste 101,,,Chicago,,Active,Social Services & Political Advocacy,Other social service,No,2019,"Indvdl Family Services, Finical Coaching",773-342-6210,,POINT(-87.7132207 41.9170681),-87.7132207,41.9170681,
Center For Economic Policy Analysis,3411,W Diversey Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,No,2019,Commrcl Nphys Rsrch,773-661-0500,,POINT(-87.7126819 41.9317779),-87.7126819,41.9317779,
Centerline Interview Consulting,55,E Monroe St,3800,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,Yes,2019,Bus Consulting Nec,435-668-7119,,POINT(-87.6916076 41.9204042),-87.6916076,41.9204042,
Challengers Comics,1845,N Western Ave,Ste 2r,,,Chicago,,Active,Retail,Bookstore,No,2019,Comic book store,773-278-0155,,POINT(-87.6870044 41.9152669),-87.6870044,41.9152669,
Chartwell Staffing,2561,W Fullerton Ave,FL 1,,,Chicago,,Out of Business,Social Services & Political Advocacy,Employment,No,2019,Employment Agencies,773-269-2558,,POINT(-87.6921888 41.9246584),-87.6921888,41.9246584,
Chase Bank,2235,N Milwaukee Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,State Commrcl Banks,773-276-8539,,POINT(-87.6948059 41.9215176),-87.6948059,41.9215176,
Chase Elementary School,2021,N Point St,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Elmntry Scndry Scl,773-534-4185,,POINT(-87.6943465 41.9181631),-87.6943465,41.9181631,
Check Changers,2301,N Milwaukee Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Currency exchange,No,2019,Iron Ores,773-697-4877,,POINT(-87.6975732 41.9232068),-87.6975732,41.9232068,
Checks Cash,3565,W Armitage Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Currency exchange,No,2019,Fnctns Rltd Dep Bkg,773-342-5643,,POINT(-87.7160963 41.9171419),-87.7160963,41.9171419,
Cheng Chopsticks,3054,W Armitage Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-384-1668,,POINT(-87.7046181 41.9176525),-87.7046181,41.9176525,
Cherubs,2524,W Fullerton Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-235-8103,,POINT(-87.6911390254926 41.9248934712988),-87.69113903,41.92489347,
Cheryl Pope,2650,W Belden Ave,APT 315,,,Chicago,,Out of Business,Trade Service,Media,Yes,2019,Bus Services Nec,773-575-6585,,POINT(-87.6948107 41.9231317),-87.6948107,41.9231317,
Chicago Actors Studio,2040,N Elston Ave,,,,Chicago,,Active,Arts and Entertainment,Performers & arts instructors,No,2019,Entrs Entrtnmnt Gr,773-645-0222,,POINT(-87.6685608 41.9186336),-87.6685608,41.9186336,
Chicago Autohaus,2321,N Wolcott Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Tp Bdy Rpr Pnt Sh,312-835-7017,,POINT(-87.6754137 41.92274),-87.6754137,41.92274,
Chicago Barbershop,2154,W Armitage Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Barber Shops,773-772-1918,,POINT(-87.6822512 41.9177851),-87.6822512,41.9177851,
Chicago Blue Dolphins,2222,N Elston Ave,,,,Chicago,,Active,Childcare and Schools,Trade school,No,2019,Swimming,773-342-7250,,POINT(-87.6732945 41.9218018),-87.6732945,41.9218018,
Chicago Canine Cardio,2339,N Springfield Ave,,,,Chicago,,Out of Business,Trade Service,Animal care,Yes,2019,Animal Speclty Services,773-569-1169,,POINT(-87.7239764 41.9238864),-87.7239764,41.9238864,
Chicago Commerical,2358,N Damen Ave,,,,Chicago,60647,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,,773-524-2600,,POINT(-87.6782069 41.9244881),-87.6782069,41.9244881,
Chicago De Blanco,1808,N Paulina St,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Bus Services Nec,312-810-0070,,POINT(-87.6705733 41.9145839),-87.6705733,41.9145839,
Chicago Democratic Socialist America,3411,W Diversey Ave,Ste 7,,,Chicago,,Active,Social Services & Political Advocacy,Political party,No,2019,Political Orgnztns,773-384-0327,,POINT(-87.7126819 41.9317779),-87.7126819,41.9317779,
Chicago Distilling Company,2359,N Milwaukee Ave,,,,Chicago,,Active,Dining,Bar-grill,No,2019,Dstlld Blnded Lqrs,872-206-2774,,POINT(-87.6990554 41.9243017),-87.6990554,41.9243017,
Chicago Fire Department,1901,N Damen Ave,,,,Chicago,,Active,Public Services,City Fire Station,No,2019,,312-745-3705,,POINT(-87.6775516115616 41.916204366568),-87.67755161,41.91620437,
Chicago Garage,2650,N Hamlin Ave,APT 2w,,,Chicago,,Out of Business,"Wholesale, storage and transit",Moving and storage,Yes,2019,Gnrl Atmtve RPR Shp,773-889-0612,,POINT(-87.7223173 41.9297718),-87.7223173,41.9297718,
Chicago Home Advisors,1845,W Armitage Ave,Ste 2,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Bus Services Nec,773-490-6813,,POINT(-87.674495 41.917644),-87.674495,41.917644,
Chicago Imports,1850,N Leavitt St,,,,Chicago,,Active,"Wholesale, storage and transit",Goods distribution,No,2019,Wine Imports,773-227-9463,,POINT(-87.6827179 41.9151986),-87.6827179,41.9151986,
Chicago Incas,2727,W Fullerton Ave,,,,Chicago,,Out of Business,Dining,Restaurant,No,2019,Eating Places,312-934-8959,,POINT(-87.6960332 41.9246093),-87.6960332,41.9246093,
Chicago International Charter Schools,2235,N Hamilton Ave,,,,Chicago,,Active,Childcare and Schools,Private school K-12,No,2019,Elmntry Scndry Scl,773-645-3321,,POINT(-87.68081 41.9225467),-87.68081,41.9225467,
Chicago Locksmith,2048,N Milwaukee Ave,,,,Chicago,,Active,Trade Service,Other repair,No,2019,,312-878-2715,,POINT(-87.6902459446917 41.9185230250778),-87.69024594,41.91852303,
Chicago Med Spa,2359,N California Ave,,,,Chicago,,Active,Health Services,Alternative medicine,No,2019,Physcl Ftnss Faclts,773-772-7899,,POINT(-87.6972242 41.9245138),-87.6972242,41.9245138,
Chicago Medical Legal Help,3518,W Fullerton Ave,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other legal,No,2019,Hlth Alld Services Ne,866-682-7555,,POINT(-87.7154365 41.9248738),-87.7154365,41.9248738,
Chicago Motors Auto Tech Specialist,2415,N Pulaski Rd,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Repair Services Nec,773-276-0500,,POINT(-87.7264197 41.9251937),-87.7264197,41.9251937,
Chicago Numismatic Foundation,1810,N Albany Ave,,,,Chicago,,Active,Arts and Entertainment,Museum,Yes,2019,Museums Art Galler,773-489-5559,,POINT(-87.705465 41.9141049),-87.705465,41.9141049,
Chicago Park District - Holstis Park Fieldhouse,2200,N Oakley Ave,,,,Chicago,,Active,Fitness,Gym,No,2019,Amusement Rcrtn N,312-742-7554,,POINT(-87.6850872 41.9216453),-87.6850872,41.9216453,
Chicago Park District Kosciuszko Park,2732,N Avers Ave,,,,Chicago,,Active,Fitness,Gym,No,2019,Amusement Rcrtn N,312-742-7546,,POINT(-87.7237361 41.9315116),-87.7237361,41.9315116,
Chicago Park District Mozart Park District,2036,N Avers Ave,,,,Chicago,,Active,Fitness,Gym,No,2019,Amusement Rcrtn N,312-742-7535,,POINT(-87.7235197 41.9176511),-87.7235197,41.9176511,
Chicago Pickle,2501,N Damen Ave,,,,Chicago,,Out of Business,Dining,Restaurant,No,2019,Indl Bldngs Wrhses,773-278-7800,,POINT(-87.6770663 41.9267656),-87.6770663,41.9267656,
Chicago Public Libraries - Logan Square Branch - Reading Garden,3255,W Altgeld St,,,,Chicago,,Active,Other,Community garden,No,2019,Libraries,312-744-5295,,POINT(-87.7097568 41.9263744),-87.7097568,41.9263744,
Chicago Public Library Logan Square branch,3030,W Fullerton Ave,,,,Chicago,,Active,Public Services,Library,No,2019,No phone number to call. No online presence. No sign.,312-774-5295,,POINT(-87.7034208351762 41.9247764717664),-87.70342084,41.92477647,
Chicago Public Schools - Charles R. Darwin Elementary School,3116,W Belden Ave,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Elmntry Scndry Scl,773-534-4110,,POINT(-87.7056382 41.923542),-87.7056382,41.923542,
Chicago Public Schools - Monroe Elementary School,3651,W Schubert Ave,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Elmntry Scndry Scl,773-534-4155,,POINT(-87.7190829 41.9295238),-87.7190829,41.9295238,
Chicago Public Schools Funston Elementary School,2010,N Central Park Ave,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Elmntry Scndry Scl,773-534-4125,,POINT(-87.7171524 41.9178435),-87.7171524,41.9178435,
Chicago Public Schools Goethe Elementary School,2236,N Rockwell St,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Elmntry Scndry Scl,773-534-4135,,POINT(-87.6931967 41.9226323),-87.6931967,41.9226323,
Chicago Public Schools Yates Elementary School,1839,N Richmond St,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Elmntry Scndry Scl,773-534-4550,,POINT(-87.6996329 41.9148991),-87.6996329,41.9148991,
"Chicago Roof, Deck, and Garden",1859,N Elston Ave,,,,Chicago,,Active,Trade Service,Outdoor service,No,2019,Rfng Sdng Sht Mtl,773-857-2277,,POINT(-87.6660298 41.9164107),-87.6660298,41.9164107,
Chicago Smile Specialists,3033,W Armitage Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,Ofcs Clns of Dntst,773-772-2545,,POINT(-87.7037742 41.9172688),-87.7037742,41.9172688,
Chicago Women's History Center,2109,N Humboldt Blvd,,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,Yes,2019,Non-profit organization,773-227-0093,,POINT(-87.7013076 41.919911),-87.7013076,41.919911,
Chicago's Best Auto,2730,N Western Ave,,,,Chicago,,Active,Retail,Car-truck-motorcycle,No,2019,Used Car Dealers,773-360-7414,,POINT(-87.6884179 41.9312447),-87.6884179,41.9312447,
Chicago's Best Beauty,2316,N California Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,,,POINT(-87.6975925 41.9234202),-87.6975925,41.9234202,
Chicago’s Real Estate Agency,2013,N Bingham St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Rl Este Agnts Mgrs,312-244-3728,,POINT(-87.6905091 41.917906),-87.6905091,41.917906,
"Chicagoland Dental Associates, PC",2002,N Damen Ave,,,,Chicago,60647,Out of Business,Dining,Fast Food,No,2019,Ofcs Clns of Dntst,773-276-2757,,POINT(-87.6777688 41.9180065),-87.6777688,41.9180065,
Chicagos Best Barber Shop,2318,N California Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Barber Shops,773-227-1314,,POINT(-87.6975096 41.9234593),-87.6975096,41.9234593,
Chiditarod Foundation,1914,N Washtenaw Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,No,2019,Civic Social Associations,312-203-5529,,POINT(-87.6951862 41.9161856),-87.6951862,41.9161856,www.chiditarod.org
Chikis & Grill,2817,W Diversey Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-666-5008,,POINT(-87.6982708277884 41.9320119831658),-87.69827083,41.93201198,
Children's Learning Place,3121,W Fullerton Ave,,,,Chicago,,Active,Childcare and Schools,Home daycare,Yes,2019,3121-3129,773-276-2400,,POINT(-87.7054959 41.9244957),-87.7054959,41.9244957,
Children's Learning Place,3129,W Fullerton Ave,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,,773-276-2400,,POINT(-87.7059067215024 41.9246525430463),-87.70590672,41.92465254,www.ChildrensLearningPlace.com
Children's Tutoring Center of Logan Square,2451,N Washtenaw Ave,,,,Chicago,,Unknown,Childcare and Schools,Home daycare,Yes,2019,,773-531-2282,,POINT(-87.6947626 41.9264045),-87.6947626,41.9264045,
Childrens Place Association's Early Learning Center,1800,N Humboldt Blvd,,,,Chicago,,Active,Social Services & Political Advocacy,Child welfare,Yes,2019,,773-395-9193,,POINT(-87.7025972 41.9139896),-87.7025972,41.9139896,
Chillpop Designs,2508,N St Louis Ave,,,,Chicago,,Active,Trade Service,Media,No,2019,Bus Services Nec,773-772-4643,,POINT(-87.7148525 41.9267991),-87.7148525,41.9267991,
Chimbly Consultants,3027,W Fullerton Ave,,,,Chicago,,Active,Trade Service,Tech service,No,2019,Computer Consultant,773-377-8455,,POINT(-87.7035211 41.9244683),-87.7035211,41.9244683,
China Fast Wok,2020,N California Ave,8,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-227-6888,,POINT(-87.697631 41.9181135),-87.697631,41.9181135,
Chipotle Mexican Grill,2743,N Elston Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,Eating Places,773-661-0250,,POINT(-87.6863815 41.9316685),-87.6863815,41.9316685,
Chitown Property Group,1875,N Damen Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,Nrsdntl Bldg Optrs,312-810-2147,,POINT(-87.677398 41.9156773),-87.677398,41.9156773,
Choice Janitorial Services,2355,N Elston Ave,,,,Chicago,,Active,Retail,Electronics & appliances,No,2019,Bldng Maint Svc Ne,773-292-6015,,POINT(-87.676437 41.924511),-87.676437,41.924511,
Chop Society,2775,N Elston Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-772-8100,,POINT(-87.6872279610699 41.9318907283047),-87.68722796,41.93189073,
Christianson Development,2537,W Belden Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Subdvdrs Dvlprs N,773-342-6533,,POINT(-87.690809 41.9230506),-87.690809,41.9230506,
Christine Tanner,2629,N Spaulding Ave,,,,Chicago,,Out of Business,Unknown,Unknown,Yes,2019,Amusement Rcrtn N,312-693-2772,,POINT(-87.7106317 41.9292432),-87.7106317,41.9292432,
Christopher House,3255,W Altgeld St,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,Child Day Care Services,773-235-4073,,POINT(-87.7097568 41.9263744),-87.7097568,41.9263744,
Ciales Poultry,2141,W Armitage Ave,,,,Chicago,,Active,Retail,Other food,No,2019,Misc Food Stores,773-278-1118,,POINT(-87.681756 41.9174672),-87.681756,41.9174672,
Ciesa,2549,W Fullerton Ave,,,,Chicago,,Out of Business,Social Services & Political Advocacy,Other social service,No,2019,,312-273-6105,,POINT(-87.691687 41.924631),-87.691687,41.924631,
Cintas,2184,N Elston Ave,,,,Chicago,,Active,Retail,Clothing,No,2019,Uniform store,773-342-2626,,POINT(-87.6720957 41.9208883),-87.6720957,41.9208883,
Circle Squared Development,2310,W Montana St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Subdvdrs Dvlprs N,773-636-9393,,POINT(-87.6856748 41.9258344),-87.6856748,41.9258344,
Citizen Chicago,1921,N Central Park Ave,,,,Chicago,,Out of Business,"Wholesale, storage and transit","Taxi, limo and similar",Yes,2019,Taxicabs,773-742-6831,,POINT(-87.7164439 41.9161731),-87.7164439,41.9161731,
Citizens Law Group,3069,W Armitage Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,,312-252-2799,,POINT(-87.7050584998718 41.9174004885092),-87.7050585,41.91740049,
City Center Suites,2408,N Kedzie Blvd,,,,Chicago,60647,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Rl Este Agnts Mgrs,773-276-1099,,POINT(-87.7080378 41.9250382),-87.7080378,41.9250382,
City of Chicago 35th Ward Office,2710,N Sawyer Ave,,,,Chicago,,Active,Public Services,Representative,No,2019,General Gvrnmnt Ne,773-276-7319,,POINT(-87.709454 41.930815),-87.709454,41.930815,
City of Chicago Department of Streets and Sanitation,1827,N Monticello Ave,,,,Chicago,,Active,Public Services,Other,No,2019,,312-744-0227,,POINT(-87.7176076 41.9144614),-87.7176076,41.9144614,
City of Chicago Neighborhood Relations,2150,N California Ave,,,,Chicago,,Active,Public Services,City Police Station,No,2019,Public Relatns Services,312-744-1261,,POINT(-87.697796 41.9212751),-87.697796,41.9212751,
City of Chicago Police Department,2150,N California Ave,,,,Chicago,,Active,Public Services,City Police Station,No,2019,,312-744-8290,,POINT(-87.697796 41.9212751),-87.697796,41.9212751,
City Snacks Delivery,1814,N Western Ave,,,,Chicago,,Out of Business,"Wholesale, storage and transit",Goods distribution,No,2019,,773-979-1452,,POINT(-87.6875608 41.9145234),-87.6875608,41.9145234,
City Wide Search,2052,N Western Ave,Ste 1,,,Chicago,,Out of Business,Social Services & Political Advocacy,Employment,No,2019,Employment Agencies,630-640-7460,,POINT(-87.6878307 41.9192115),-87.6878307,41.9192115,
Cityview Dental Arts,2232,W Armitage Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,Dental Laboratories,773-278-0600,,POINT(-87.6839191 41.9177421),-87.6839191,41.9177421,
Civil Rights Agenda,2129,N Western Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Political party,No,2019,,773-235-8852,,POINT(-87.6871134 41.9208064),-87.6871134,41.9208064,
CJ & M Laundromat,3115,W Armitage Ave,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,Cn-Oprtd Lndrs Cln,773-384-4040,,POINT(-87.7060761 41.9170937),-87.7060761,41.9170937,
Clark Mf Box,3215,W Fullerton Ave,,,,Chicago,,Out of Business,Personal Service,Other,No,2019,Patent Owner Lessr,773-904-5042,,POINT(-87.7082942 41.9244084),-87.7082942,41.9244084,
Classique Studios,1956,N Milwaukee Ave,,,,Chicago,,Active,Trade Service,Photo studio,No,2019,,773-235-2356,,POINT(-87.6877268485478 41.9169334862726),-87.68772685,41.91693349,
Clean Spin Laundry,3273,W Diversey Ave,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,,773-647-1139,,POINT(-87.7094297074342 41.9319367001236),-87.70942971,41.9319367,
Climate Guard Windows and Doors,2622,N Pulaski Rd,,,,Chicago,,Active,Industrial,Parts,No,2019,Mtl Doors Sash Tr,773-278-3600,,POINT(-87.7279688 41.9291003),-87.7279688,41.9291003,
Cloud Vapor Lounge,2497,N Milwaukee Ave,,,,Chicago,,Active,Arts and Entertainment,Club-lounge-bar,No,2019,Now at 2497 N Milwaukee Ave,872-808-2122,,POINT(-87.6870044 41.9152669),-87.6870044,41.9152669,
CM Investment Group,3603,W Armitage Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other,Yes,2019,Investors Nec  No visible street presence but active phone line and website,630-800-5508,,POINT(-87.7169769 41.9170768),-87.7169769,41.9170768,https://cminvestmentgroupinc.com
CNS Security,2020,N California Ave,,,,Chicago,,Out of Business,Trade Service,Security,No,2019,Dtctv Armrd Car Sv,312-677-6644,,POINT(-87.697631 41.9181135),-87.697631,41.9181135,
Coast Sushi Bar,2045,N Damen Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-235-5775,,POINT(-87.6776064653878 41.9190102944348),-87.67760647,41.91901029,
Cocina Boricua,2420,W Fullerton Ave,1,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-235-7377,,POINT(-87.688517 41.9251177),-87.688517,41.9251177,
Cole's Bar,2338,N Milwaukee Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Drinking Places,773-276-5802,,POINT(-87.6988111 41.92366),-87.6988111,41.92366,
Colectivo Coffee,2261,N Milwaukee Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,773-799-8557,,POINT(-87.6959228014173 41.9220957961281),-87.6959228,41.9220958,
Colfax Corporation,2441,N Leavitt St,,,,Chicago,,Active,Industrial,Chemical,No,2019,Spcl Trd Cntrs Nec,773-489-4170,,POINT(-87.6823362 41.9260678),-87.6823362,41.9260678,
Colin Beckett Photography,2652,W Logan Blvd,,,,Chicago,,Active,Trade Service,Photo studio,Yes,2019,Photo Stdios Prtrt,630-621-5374,,POINT(-87.6947626 41.9289998),-87.6947626,41.9289998,
Color Wheel Studio,2034,N Damen Ave,,,,Chicago,,Active,Arts and Entertainment,Museum,No,2019,Gallery,773-661-1743,,POINT(-87.6776948991376 41.9187587426687),-87.6776949,41.91875874,
Comfy Fitness,2115,N Damen Ave,,,,Chicago,,Active,Fitness,Gym,Yes,2019,Physcl Ftnss Faclts,646-492-4039,,POINT(-87.6774336 41.9200938),-87.6774336,41.9200938,
Community Empowerment Solutions Advocate,2556,W Fullerton Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other legal,No,2019,,312-273-6105,,POINT(-87.6923722767321 41.9248844717537),-87.69237228,41.92488447,
Computer Friendly Associates,2037,N Bingham St,,,,Chicago,,Active,Trade Service,Tech service,Yes,2019,Comp Rltd Services Nec,773-489-5542,,POINT(-87.6912104 41.9183151),-87.6912104,41.9183151,
Conceptual Realities,2020,N California Ave,,,,Chicago,,Unknown,Unknown,Unknown,No,2019,Comp Rltd Services Nec,773-425-0918,,POINT(-87.697631 41.9181135),-87.697631,41.9181135,
Concord Music Hall,2051,N Milwaukee Ave,,,,Chicago,,Active,Arts and Entertainment,Live theater,No,2019,,773-570-4000,,POINT(-87.6900315168334 41.9185085876035),-87.69003152,41.91850859,
Congress Pizzeria Restaurante,2033,N Milwaukee Ave,,,,Chicago,,Out of Business,Dining,Restaurant,No,2019,Eating Places,773-235-4455,,POINT(-87.6896025 41.9183153),-87.6896025,41.9183153,
Conic Group,20,W Kinzie St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Bus Consulting Nec,773-575-9470,,POINT(-87.6910938 41.9260193),-87.6910938,41.9260193,
Connected Health,2211,N Elston Ave,Ste 202,,,Chicago,,Active,Health Services,Other,No,2019,Mngmnt Cnsltng Services,312-583-7660,,POINT(-87.6723672 41.9220945),-87.6723672,41.9220945,
Connector Experts,2339,N California Ave,,,,Chicago,60647,Active,Trade Service,Vehicle services,No,2019,Moved to logan square,866-300-0708,,POINT(-87.6968995 41.9241811),-87.6968995,41.9241811,
Connie & Johnnies,3745,W Armitage Ave,,,,Chicago,,Out of Business,Dining,Restaurant,No,2019,Eating Places,773-384-7355,,POINT(-87.7209974 41.9170701),-87.7209974,41.9170701,
Content Rewired,2711,N Lawndale Ave,,,,Chicago,,Active,Trade Service,Media,No,2019,Bus Consulting Nec  Listing found on top50adagency website,630-247-5803,,POINT(-87.7192898 41.9304629),-87.7192898,41.9304629,
Cook Au Vin,2260,N Elston Ave,,,,Chicago,,Active,Childcare and Schools,Trade school,No,2019,,773-489-3141,,POINT(-87.6742016 41.9226133),-87.6742016,41.9226133,
"Cordero Henry Lopez, MD",2002,N Damen Ave,,,,Chicago,60647,Out of Business,Health Services,Out-patient,No,2019,Ofcs Clns of Mdl D,773-486-6553,,POINT(-87.6777688 41.9180065),-87.6777688,41.9180065,
Corner Bar,2224,N Leavitt St,,,,Chicago,,Active,Dining,Bar-grill,No,2019,Drinking Places,773-235-9279,,POINT(-87.6829863 41.9220252),-87.6829863,41.9220252,
Cornerstone Cafe,2753,N Western Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,Eating Places,773-235-1155,,POINT(-87.687574 41.9318336),-87.687574,41.9318336,
Cornerstone Partners Horticultural Services,2514,W Armitage Ave,,,,Chicago,,Active,Trade Service,Outdoor service,No,2019,Bus Services Nec,773-227-8840,,POINT(-87.6913092 41.9178325),-87.6913092,41.9178325,
Cornier,2734,N Hamlin Ave,,,,Chicago,,Out of Business,Trade Service,Photo studio,Yes,2019,Bus Services Nec,773-727-9494,,POINT(-87.7223604 41.9310594),-87.7223604,41.9310594,
Corporate Realty Consultants,2077,N Hoyne Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Rl Este Agnts Mgrs,312-382-1000,,POINT(-87.679861 41.919894),-87.679861,41.919894,
Correa Law,6200,N Hiawatha Ave,Ste 625,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,Legal  Services,773-489-8500,,POINT(-87.7030820256854 41.9320934932483),-87.70308203,41.93209349,
Cortland Preschool,1859,N Talman Ave,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,Child Day Care Services,773-351-5931,,POINT(-87.6933268 41.9155328),-87.6933268,41.9155328,
"COSMED, USA",2211,N Elston Ave,305,,,Chicago,,Active,Industrial,Finished goods,Yes,2019,,773-645-8113,,POINT(-87.6724627542917 41.92164854872),-87.67246275,41.92164855,
Costa Delsol Travel,3851,W Fullerton Ave,,,,Chicago,,Active,Arts and Entertainment,Travel,No,2019,Travel Agencies,773-772-7800,,POINT(-87.7238225 41.9243095),-87.7238225,41.9243095,
Costello Communications,2545,W Diversey Ave,,,,Chicago,,Active,Trade Service,Tech service,No,2019,Commnctn Services Nec,312-876-9700,,POINT(-87.6921993 41.9316015),-87.6921993,41.9316015,
