Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
Betty and Nick's,6015,W Irving Park Rd,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-282-4048,,POINT(-87.7773683293782 41.9530254959376),-87.77736833,41.9530255,
Bilingual Notary Public,6047,W Irving Park Rd,,,,Chicago,,Active,Social Services & Political Advocacy,Other social service,No,2019,,773-936-3155,,POINT(-87.7785880807356 41.9529954881881),-87.77858808,41.95299549,
Drinks & Minks X Glamour Spa,6017,W Irving Park Rd,,,,Chicago,,Active,Personal Service,Massage,No,2019,,773-993-0367,,POINT(-87.7774682202412 41.9530155209696),-87.77746822,41.95301552,
Dzika Fitness,6009,W Irving Park Rd,,,,Chicago,,Active,Fitness,Fitness art,No,2019,,773-230-8613,,POINT(-87.777117049932 41.9529756458007),-87.77711705,41.95297565,
Hanna Enterprises,6027,W Irving Park Rd,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,,773-725-7847,,POINT(-87.7778471943067 41.9530055466682),-87.77784719,41.95300555,
Horizon Public Adjusters,6047,W Irving Park Rd,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,Yes,2019,,773-544-5564,,POINT(-87.7785880807356 41.9529954881881),-87.77858808,41.95299549,
Iglesia Pentecostes Emanuel,6043,W Irving Park Rd,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,773-251-6739,,POINT(-87.7783900812672 41.952996546413),-87.77839008,41.95299655,
Karen L. Bruneel D.N. Naprapath,6051,W Irving Park Rd,,,,Chicago,,Active,Health Services,Therapy outpatient,No,2019,,773-769-1133,,POINT(-87.7784128293051 41.9529495088355),-87.77841283,41.95294951,
Kasia’s Bridal & Special Occasion,6045,W Irving Park Rd,,,,Chicago,,Active,Retail,Clothing,No,2019,,773-286-0320,,POINT(-87.7784912 41.9527436),-87.7784912,41.9527436,
Luna Empanada Shop,6011,W Irving Park Rd,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-332-5692,,POINT(-87.7772594391927 41.9530245212221),-87.77725944,41.95302452,
Midwest Guitars,6019,W Irving Park Rd,,,,Chicago,,Active,Retail,Other,No,2019,,773-545-2020,,POINT(-87.7775582197545 41.9530155209696),-87.77755822,41.95301552,
Penthouse Unisex Hairstyling,6029,W Irving Park Rd,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-282-6897,,POINT(-87.7779587201492 41.953004550574),-87.77795872,41.95300455,
Pope Francis Global Academy,6143,W Irving Park Rd,,,,Chicago,,Active,Childcare and Schools,Private school K-12,No,2019,,773-736-8806,,POINT(-87.7806396073674 41.9529227599056),-87.78063961,41.95292276,
St. Pascal Catholic Church,6199,W Irving Park Rd,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,773-725-7641,,POINT(-87.7815829003995 41.9529031192533),-87.7815829,41.95290312,
Stagen Martial Arts,6001,W Irving Park Rd,,,,Chicago,,Active,Fitness,Fitness art,No,2019,,773-685-2000,,POINT(-87.7770498873898 41.9530245212221),-87.77704989,41.95302452,
State Farm Steven Clark,6007,W Irving Park Rd,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,773-628-7570,,POINT(-87.7770515564596 41.9529768703757),-87.77705156,41.95297687,
Sunnyside General Construction,6047,W Irving Park Rd,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-545-9110,,POINT(-87.7785880807356 41.9529954881881),-87.77858808,41.95299549,
Thrift&Thrive,6025,W Irving Park Rd,,,,Chicago,,Active,Retail,Clothing,No,2019,,773-283-1653,,POINT(-87.7777787202242 41.9530145248757),-87.77777872,41.95301452,
Time Treasures Restoration and Upholstery,6021,W Irving Park Rd,,,,Chicago,,Active,Retail,Housewares & furnishings,No,2019,,773-545-1672,,POINT(-87.7776482201662 41.9530155209696),-87.77764822,41.95301552,
YUB Realty,6047,W Irving Park Rd,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,,773-716-3799,,POINT(-87.7785880807356 41.9529954881881),-87.77858808,41.95299549,
3400 Food & Liquor,3459,W Harrison St,,,,Chicago,,Active,Retail,Convenience,No,2019,,773-826-6490,,POINT(-87.713086 41.8733998),-87.713086,41.8733998,
4 in 1 Family Entertainment Center,2701,W Washington Blvd,,,,Chicago,,Out of Business,Arts and Entertainment,Hall-party-cater,Yes,2019,,773-499-0603,,POINT(-87.6940969 41.8826788),-87.6940969,41.8826788,
5 Star Children,2811,W Fifth Ave,,,,Chicago,60612,Active,Childcare and Schools,Kid Center,No,2019,,773-564-4880,,POINT(-87.6967262 41.8807541),-87.6967262,41.8807541,
5th Ave Foods,2961,W 5th Ave,,,,Chicago,,Out of Business,Retail,Small Grocery,No,2019,,,,POINT(-87.7008071 41.8796337),-87.7008071,41.8796337,
A Caalmad Pharmacy,2839,W Madison St,,,,Chicago,,Active,Retail,Drug,No,2019,,773-638-6615,,POINT(-87.6978347 41.8808453),-87.6978347,41.8808453,
Above and Beyond,2942,W Lake St,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Not allowing me to  input phone number,773-940-2960,,POINT(-87.7006724 41.884419),-87.7006724,41.884419,
Accurate Auto Insurance,3616,W Lexington St,,,,Chicago,60624,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,773-542-8034,,POINT(-87.7163087 41.8719482),-87.7163087,41.8719482,
Acorn Granite & Marble,2727,W Madison St,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-533-7100,,POINT(-87.695143 41.880798),-87.695143,41.880798,
Action K9 Security,2916,W Lake St,,,,Chicago,,Active,Trade Service,Security,No,2019,,773-722-7070,,POINT(-87.6998639 41.8844416),-87.6998639,41.8844416,
Active Alloys,3114,W Carroll Ave,,,,Chicago,,Active,Industrial,Other,No,2019,,773-704-6125,,POINT(-87.7050500027075 41.8875734788447),-87.70505,41.88757348,
Advantage Products,3311,W Carroll Ave,,,,Chicago,,Active,Retail,Gift-art-ethnic,No,2019,,773-265-0889,,POINT(-87.709351165034 41.8874514955297),-87.70935117,41.8874515,
Advocate Bethany Hospital,3435,W Van Buren St,Ste 1,,,Chicago,60624,Out of Business,Health Services,Hospital,No,2019,Number disconnected. New hospital at site,773-265-3583,,POINT(-87.7122585 41.8749958),-87.7122585,41.8749958,
Akira Chicago,200,N Fairfield Ave,,,,Chicago,60612,Out of Business,Retail,Clothing,No,2019,This is not a store. This is a warehouse. The phone number is attached to the Akira at 1837 W North Ave. Google maps shows a warehouse with the address for the Chicago Blowpipe company.,773-772-5420,,POINT(-87.6957046 41.8848081),-87.6957046,41.8848081,
Al Raby High School,3545,W Fulton Blvd,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Added High to name,773-534-6755,,POINT(-87.7153374 41.8859125),-87.7153374,41.8859125,
Al's HotDog & Polish,2904,W Lake St,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-826-1239,,POINT(-87.6993119 41.8845345),-87.6993119,41.8845345,
Alain Locke Charter Academy,3141,W Jackson Blvd,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Name changed from 21st Century Urban Schools Alain Lovke Charter Academy,773-265-7230,,POINT(-87.7050619 41.8770686),-87.7050619,41.8770686,
Albany Baptist Church,139,S Albany Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,773-638-6903,,POINT(-87.703197 41.878579),-87.703197,41.878579,
Albany Carroll Arts Building,319,N Albany Ave,,,,Chicago,,Active,Retail,Gift-art-ethnic,No,2019,Name from Chicago Fine Art Foundry,773-722-4488,,POINT(-87.7034826 41.8872274),-87.7034826,41.8872274,athletico.com
All Care Family Medical & Dental Center,3171,W Madison St,,,,Chicago,,Active,Health Services,Dentist,No,2019,,773-533-2332,,POINT(-87.7056556 41.8808179),-87.7056556,41.8808179,
Alpha Metals,341,N California Ave,,,,Chicago,,Active,Trade Service,Disposal,Yes,2019,,773-533-3232,info@alphametalsrecycle.com,POINT(-87.6951972 41.8877994),-87.6951972,41.8877994,
Altus Academy,751,S Sacramento Blvd,,,,Chicago,,Active,Childcare and Schools,Private school K-12,No,2019,Number changed from 773-534-6602,773-374-3148,,POINT(-87.7006143 41.8713107),-87.7006143,41.8713107,
Amer Foods,3458,W Lake St,,,,Chicago,,Active,Retail,Convenience,No,2019,,773-722-3996,,POINT(-87.7134709 41.8849644),-87.7134709,41.8849644,leepfoward.com
American Legends & Company,2838,W Adams St,,,,Chicago,60612,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,,773-265-5764,,POINT(-87.6978042 41.8785657),-87.6978042,41.8785657,
American Life Baking Group,250,N Washtenaw Ave,,,,Chicago,,Active,Industrial,Food processing plant,No,2019,"This is a whole sale bakery. The place type should be Wholesale, the sub type should be Wholesalers",773-826-9288,,POINT(-87.6946231 41.8858892),-87.6946231,41.8858892,
Anart,3052,W Carroll Ave,,,,Chicago,60612,Out of Business,Industrial,Parts,No,2019,Number on Google is out of service. A person answers the number in app but hangs up when you ask if it is Anart. Building does not look to be open.,312-593-3253,,POINT(-87.703598 41.8878111),-87.703598,41.8878111,
Anchor Mechanical,255,N California Ave,,,,Chicago,,Active,Trade Service,Other,No,2019,,312-492-6994,,POINT(-87.6957749 41.8855263),-87.6957749,41.8855263,
Auto Therapy,2902,W Lake St,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,773-698-9285 number changed,773-556-7596,,POINT(-87.6991324 41.8844657),-87.6991324,41.8844657,
Ava Audio Visual Actions,319,N Albany Ave,,,,Chicago,,Active,Trade Service,Tech service,No,2019,,773-265-1427,,POINT(-87.7034826 41.8872274),-87.7034826,41.8872274,
Ayalytical Instruments,2787,W Fulton St,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,,773-476-9292,,POINT(-87.6962165 41.8864554),-87.6962165,41.8864554,
Azzurro Wave,2702,W Warren Blvd,APT 2,,,Chicago,60612,Out of Business,Trade Service,Other,Yes,2019,,773-791-6775,,POINT(-87.6940963 41.8822524),-87.6940963,41.8822524,
B-A-P-S Tax Service,3045,W Flournoy St,,,,Chicago,60612,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,No,2019,,773-620-6772,,POINT(-87.7027101 41.8726177),-87.7027101,41.8726177,
B's African Hair Braiding,202,N California Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-626-9007,,POINT(-87.6964368901864 41.8843470175783),-87.69643689,41.88434702,
B&M Investment Group,3519,W Polk St,,,,Chicago,60624,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,Yes,2019,No relevant results  No answer,312-473-1120,,POINT(-87.7141954 41.8707099),-87.7141954,41.8707099,
Baba's Famous Steak & Lemonade,3407,W Madison St,,,,Chicago,,Active,Dining,Restaurant,No,2019,,,,POINT(-87.7113896642975 41.8808805425736),-87.71138966,41.88088054,
Beelove,3726,W Flournoy St,,,,Chicago,,Active,Retail,Beauty-Accessory,No,2019,,773-638-7058,,POINT(-87.7191698 41.8727906),-87.7191698,41.8727906,
Best Deals Around,801,S California Ave,,,,Chicago,60612,Out of Business,Retail,Small mixed,No,2019,,,,POINT(-87.695638 41.870935),-87.695638,41.870935,
Best Hand Laundry Superior,3305,W Harrison St,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,,773-823-1067,,POINT(-87.7088689 41.8733767),-87.7088689,41.8733767,
Bijora,200,N Fairfield Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Warehouse,No,2019,,,,POINT(-87.6951948597116 41.8848110781198),-87.69519486,41.88481108,
Bill Doran Company,222,N Fairfield Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,,312-666-0164,chicago@billdoran.com,POINT(-87.6954309 41.8850971),-87.6954309,41.8850971,
Bio-Medical Applications of Rhode Island,3410,W Van Buren St,,,,Chicago,60624,Out of Business,Health Services,Out-patient,No,2019,,773-736-0978,,POINT(-87.7113664 41.8756373),-87.7113664,41.8756373,
Black Light Fellowship,2859,W Wilcox St,,,,Chicago,,Active,Social Services & Political Advocacy,Social service,Yes,2019,this is not a social service. it is a christian bookstore,773-826-7790,,POINT(-87.698527 41.878965),-87.698527,41.878965,
Blair Thomas & Company,3200,W Carroll Ave,,,,Chicago,60624,Out of Business,Arts and Entertainment,Live theater,No,2019,,,,POINT(-87.706639 41.8879041),-87.706639,41.8879041,http://www.blairthomas.org
Bob's Industrial Scrap,333,N California Ave,,,,Chicago,60612,Out of Business,Industrial,Parts,No,2019,,773-638-2222,,POINT(-87.6960828 41.8875458),-87.6960828,41.8875458,
Bobby E. Wright Comprehensive,9,S Kedzie Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,,773-722-7900,,POINT(-87.7059507 41.8805834),-87.7059507,41.8805834,
Bogan Quarters,2622,W Jackson Blvd,,,,Chicago,,Active,Service or Programmed Residential Space,Shelter,Yes,2019,,773-826-9803,,POINT(-87.6920393 41.8777725),-87.6920393,41.8777725,
Bookwallah Organization,319,N Albany Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Other social service,No,2019,Number changed from 312-957-8558,312-212-3488,contact@bookwallah.org,POINT(-87.7034826 41.8872274),-87.7034826,41.8872274,http://www.bookwallah.org/
Boost Mobile,3167,W Madison St,,,,Chicago,,Out of Business,Retail,Phones,No,2019,,708-244-0000,,POINT(-87.7055487 41.8807961),-87.7055487,41.8807961,
Boyfriends,3311,W Carroll Ave,,,,Chicago,,Active,Retail,Gift-art-ethnic,No,2019,,508-494-0898,,POINT(-87.709351165034 41.8874514955297),-87.70935117,41.8874515,
BP,603,S Independence Blvd,,,,Chicago,,Active,Retail,Gas station,No,2019,,773-265-0767,,POINT(-87.7193974 41.8733056),-87.7193974,41.8733056,
BP Watchmen Service,706,S California Ave,,,,Chicago,60612,Out of Business,Unknown,Unknown,Yes,2019,Online search showed this place did car repairs but it is no longer active.,773-722-5755,,POINT(-87.6962935 41.8725668),-87.6962935,41.8725668,
Brand X Design,2705,W Fulton St,3n,,,Chicago,60612,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,Moved to 5224 N. Clark Street,312-492-7999,,POINT(-87.6942721 41.8863808),-87.6942721,41.8863808,
Breaking the Cycle,826,S St Louis Ave,,,,Chicago,60624,Out of Business,Social Services & Political Advocacy,Social service,Yes,2019,,678-613-8554,,POINT(-87.713304 41.8700752),-87.713304,41.8700752,
Breakthrough Family Plex,3219,W Carroll Ave,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,,872-444-8200,,POINT(-87.7071779 41.8871459),-87.7071779,41.8871459,
Breakthrough Fresh Market,3334,W Carroll Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Food Charity,No,2019,,872-444-8260,,POINT(-87.710066 41.88778),-87.710066,41.88778,
Breakthrough Urban Ministries Womens Center,3330,W Carroll Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Food Charity,No,2019,Added Women's Center to title,773-722-0179,,POINT(-87.709962 41.8877809),-87.709962,41.8877809,
Bridge Cafe,3219,W Carroll Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,872-444-8214,,POINT(-87.7072783806693 41.887439706666),-87.70727838,41.88743971,
Brinks,919,S California Ave,,,,Chicago,,Active,Trade Service,Security,No,2019,,773-826-1265,,POINT(-87.6957405 41.869779),-87.6957405,41.869779,jkardesh@kidsandcompany.com
Bryant's Heating Air,2654,W Jackson Blvd,,,,Chicago,60612,Out of Business,Trade Service,Building trades,Yes,2019,,773-533-0038,,POINT(-87.6934343 41.8776835),-87.6934343,41.8776835,
Bureau of Long Term Care,2650,W Fulton St,,,,Chicago,60612,Out of Business,Health Services,Out-patient,No,2019,Does not appear on Google. No one answers phone.,773-638-7373,,POINT(-87.6933908 41.8871033),-87.6933908,41.8871033,
C. Mack's Gotit,262,N Kedzie Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-321-9029,,POINT(-87.7063021886366 41.8860041936024),-87.70630219,41.88600419,
C&B Welders,2645,W Monroe St,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-722-0097,,POINT(-87.6931264 41.879995),-87.6931264,41.879995,
Cali Quick Stop,340,S California Ave,,,,Chicago,,Active,Retail,Convenience,No,2019,,773-826-4200,,POINT(-87.6965915 41.8762733),-87.6965915,41.8762733,
California Auto,610,S California Ave,,,,Chicago,60612,Out of Business,Trade Service,Vehicle services,No,2019,,312-656-8563,,POINT(-87.6963032 41.8733913),-87.6963032,41.8733913,
Capture the Moment,815,S California Ave,,,,Chicago,,Active,Trade Service,Photo studio,No,2019,,773-826-9580,,POINT(-87.6957543 41.8705781),-87.6957543,41.8705781,
Carroll Street Properties,3114,W Carroll Ave,,,,Chicago,60612,Out of Business,Unknown,Unknown,No,2019,Changed parts to other,773-671-7936,,POINT(-87.7048229 41.8876275),-87.7048229,41.8876275,
CB Construction,2622,W Jackson Blvd,,,,Chicago,,Out of Business,Trade Service,Building trades,No,2019,,630-768-1427,,POINT(-87.6920393 41.8777725),-87.6920393,41.8777725,
Center for Health Promotion and Enhancement,3443,W Polk St,,,,Chicago,,Out of Business,Health Services,Out-patient,Yes,2019,,773-722-2561,,POINT(-87.7123136 41.8707525),-87.7123136,41.8707525,
Central Church of God,3011,W Flournoy St,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,773-533-9135,,POINT(-87.7015 41.8725669),-87.7015,41.8725669,
Central Memorial Missionary Baptist Church,249,N Kedzie Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Number changed from 773-638-3045,773-638-9241,,POINT(-87.7060296 41.8857727),-87.7060296,41.8857727,
CFS,3021,W Harrison St,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,312-465-4100,,POINT(-87.7018273 41.8735087),-87.7018273,41.8735087,
Chariot Express Messenger Services,2810,W Washington Blvd,,,,Chicago,,Out of Business,Religious (except school or residence),Church,No,2019,"This is not a church. The app won't let me change the place and sub type. It is a business with a office in the church. Place Type:Trade, Sub Type:Other specify",773-722-3200,,POINT(-87.6969765 41.8831821),-87.6969765,41.8831821,
Chicago Blow Pipe,2710,W Lake St,,,,Chicago,,Active,Industrial,Parts,No,2019,,773-533-6100,,POINT(-87.6945425 41.8845694),-87.6945425,41.8845694,
Chicago Fabrication,2825,W 5th Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,312-637-1923,info@chicagofabrications.com,POINT(-87.6972845 41.8804745),-87.6972845,41.8804745,
Chicago Flyhouse,2925,W Carroll Ave,,,,Chicago,,Active,Industrial,Parts,No,2019,,773-533-1590,,POINT(-87.6999024 41.8872722),-87.6999024,41.8872722,
Chicago Handyman,3114,W Carroll Ave,,,,Chicago,,Out of Business,Trade Service,Building trades,No,2019,,773-982-5500,,POINT(-87.7048229 41.8876275),-87.7048229,41.8876275,
Chicago Mastering Service,3052,W Carroll Ave,,,,Chicago,,Active,Trade Service,Media,No,2019,,773-265-1733,info@chicagomasteringservice.com,POINT(-87.703598 41.8878111),-87.703598,41.8878111,
Chicago Medallion,2738,W Fulton St,,,,Chicago,,Active,"Wholesale, storage and transit","Taxi, limo and similar",No,2019,Name Change,312-733-8000,,POINT(-87.695469 41.8869139),-87.695469,41.8869139,
Chicago Park District Central Region,100,N Central Park Ave,,,,Chicago,,Active,Public Services,Government,No,2019,,312-746-5962,,POINT(-87.7162576 41.8826775),-87.7162576,41.8826775,
Chicago Recovery Alliance,3110,W Taylor St,,,,Chicago,,Active,Health Services,Rehab inpatient,No,2019,,773-471-0999,,POINT(-87.7038982 41.8694411),-87.7038982,41.8694411,
Chicago Transit Authority,358,S Kedzie Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,312-664-7200,,POINT(-87.7070968 41.8766757),-87.7070968,41.8766757,
Chicago West Community Music Center,100,N Central Park Ave,FL 2,,,Chicago,,Active,Arts and Entertainment,Performers & arts instructors,No,2019,,708-386-5315,cwcmc1@sbcglobal.net,POINT(-87.7162576 41.8826775),-87.7162576,41.8826775,
Church New Covenant Fellow,2759,W Harrison St,,,,Chicago,,Out of Business,Religious (except school or residence),Church,No,2019,New Life Deliverance Baptist Church name changed.,773-722-4314,,POINT(-87.6959262 41.873664),-87.6959262,41.873664,
Circuit Court,3150,W Flournoy St,,,,Chicago,,Active,Public Services,Government,No,2019,,773-265-8932,,POINT(-87.7054635 41.8730282),-87.7054635,41.8730282,
City Escape,3022,W Lake St,,,,Chicago,,Active,Other,Community garden,No,2019,,773-638-2000,,POINT(-87.7028666 41.884424),-87.7028666,41.884424,
City Life Customs,3402,W Lake St,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,773-516-1532,,POINT(-87.711511 41.884921),-87.711511,41.884921,
City of Chicago - Garfield Park,100,N Central Park Ave,,,,Chicago,,Active,Service or Programmed Residential Space,Public,Yes,2019,,312-746-5092,,POINT(-87.7162576 41.8826775),-87.7162576,41.8826775,
City of Chicago - Parks District - Altgeld Park Fieldhouse,515,S Washtenaw Ave,,,,Chicago,,Active,Fitness,Gym,No,2019,,312-746-5001,,POINT(-87.6923177 41.8745206),-87.6923177,41.8745206,
City of Chicago - Police Department District 11 Harrison,3151,W Harrison St,,,,Chicago,,Active,Public Services,City Police Station,No,2019,,312-746-8386,,POINT(-87.7053342 41.8734614),-87.7053342,41.8734614,
Clear Irons,1811,W Cornelia Ave,,,,Chicago,60612,Active,Industrial,Finished goods,No,2019,"Moved to 1811 W Cornelia Ave, Chicago, IL",815-238-0449,,POINT(-87.6942766 41.8863087),-87.6942766,41.8863087,
Compass Group USA,3210,W Arthington St,,,,Chicago,60624,Out of Business,Industrial,Food processing plant,No,2019,"Number leads to a restaurant (not affiliated with business), Name of business exists on 300 E Randolph according to Google but it is a law firm",773-533-4078,,POINT(-87.7062926 41.8701854),-87.7062926,41.8701854,
Cook County Criminal Court and Adult Probation Department,3150,W Flournoy St,,,,Chicago,,Active,Public Services,Government,No,2019,,773-265-8930,,POINT(-87.7054635 41.8730282),-87.7054635,41.8730282,
Corporate Art Source,2705,W Fulton St,Ste 3N,,,Chicago,,Active,Arts and Entertainment,Performers & arts instructors,No,2019,,312-751-1300,,POINT(-87.6941717899941 41.8864646474786),-87.69417179,41.88646465,
Cotton Goods Manufacturing,259,N California Ave,,,,Chicago,,Active,Industrial,Finished goods,No,2019,,773-265-0088,,POINT(-87.6960525 41.8858773),-87.6960525,41.8858773,
Crisp-N-Clean,3044,W Madison St,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,,773-475-7472,,POINT(-87.7029783 41.8811688),-87.7029783,41.8811688,
CSS Trucking,3315,W Madison St,,,,Chicago,60624,Out of Business,"Wholesale, storage and transit",Goods distribution,No,2019,,773-722-1102,,POINT(-87.7090778 41.8808423),-87.7090778,41.8808423,
Culliton Quinn Landscape Architecture,1239,W Cortland St,,,,Chicago,60612,Active,Trade Service,Outdoor service,No,2019,,773-687-9494,,POINT(-87.703598 41.8878111),-87.703598,41.8878111,
Currency Exchange,725,S Kedzie Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Currency exchange,No,2019,,773-722-2658,,POINT(-87.7056448 41.8719859),-87.7056448,41.8719859,
Currency Exchange,2848,W Madison St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Currency exchange,No,2019,,773-722-2211,,POINT(-87.6982026 41.8812714),-87.6982026,41.8812714,
CVS Pharmacy,3146,W Madison St,,,,Chicago,,Out of Business,Retail,Drug,No,2019,,773-826-9072,,POINT(-87.7051656 41.8812143),-87.7051656,41.8812143,
D&W Manufacturing,3237,W Lake St,,,,Chicago,,Active,Industrial,Parts,No,2019,,773-533-1542,,POINT(-87.7079399 41.8842178),-87.7079399,41.8842178,
Dannys Constrution,3432,W Jackson Blvd,,,,Chicago,60624,Out of Business,Trade Service,Building trades,Yes,2019,,773-638-0243,,POINT(-87.7122393 41.877535),-87.7122393,41.877535,
Davenport Holdings,2703,W Harrison St,,,,Chicago,60612,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,Yes,2019,,,,POINT(-87.6938668 41.8736439),-87.6938668,41.8736439,
David's Auto Service,2924,W Van Buren St,,,,Chicago,60612,Active,Trade Service,Vehicle services,No,2019,,312-929-4650,,POINT(-87.6995087 41.8761003),-87.6995087,41.8761003,www.davidsautochicago.com
Deangeo,3050,W Taylor St,,,,Chicago,60612,Out of Business,Arts and Entertainment,Other,No,2019,,,,POINT(-87.7031361 41.8694245),-87.7031361,41.8694245,
Deborah's Place,2822,W Jackson Blvd,,,,Chicago,,Active,Service or Programmed Residential Space,Shelter,No,2019,,773-722-5080,,POINT(-87.6972726 41.8777616),-87.6972726,41.8777616,
Design Lab,328,N Albany Ave,,,,Chicago,60612,Out of Business,"Wholesale, storage and transit",Wholesalers,No,2019,"Out of business as of September 2017, left note of closure on website and Google confirms it is permanently closed",773-265-1100,,POINT(-87.704162 41.887245),-87.704162,41.887245,
Destined for Greatness Child,2800,W Washington Blvd,,,,Chicago,60612,Out of Business,Childcare and Schools,Kid Center,No,2019,Google search brought up child care service but phone number is wrong. There were no other search results. Address is a typical apartment building with no sign mentioning business.,,,POINT(-87.6965915 41.8831744),-87.6965915,41.8831744,
Devening Projects and Editions,3039,W Carroll Ave,,,,Chicago,,Active,Retail,Gift-art-ethnic,No,2019,,312-420-4720,dan@deveningprojects.com,POINT(-87.7031746 41.8872212),-87.7031746,41.8872212,
Diallo African Hair Braiding,2900,W Madison St,APT 1,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-489-1629,,POINT(-87.698967 41.8812595),-87.698967,41.8812595,
Diana's Bananas,2733,W Harrison St,,,,Chicago,,Active,Industrial,Food processing plant,No,2019,,773-638-6800,,POINT(-87.6953129 41.8735746),-87.6953129,41.8735746,
Dinner with Ed,3230,W Fulton Blvd,,,,Chicago,,Out of Business,Dining,Restaurant,Yes,2019,Does not appear on Google. Address is a house with no sign for business. The ki phone number leads to someone who does not know this business.,312-219-0567,,POINT(-87.7075725 41.8866594),-87.7075725,41.8866594,
Dollar Tree,3146,W Madison St,,,,Chicago,60612,Active,Retail,Small mixed,No,2019,,773-475-8992,,POINT(-87.7051656 41.8812143),-87.7051656,41.8812143,
Done Rite 1st Time Hand Car Wash,3404,W Lake St,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,773-406-0726,,POINT(-87.7115352 41.8847909),-87.7115352,41.8847909,
Dorie Miller Child Parent Center,3030,W Harrison St,,,,Chicago,,Active,Health Services,Out-patient,No,2019,,773-534-6594,,POINT(-87.7022481 41.8740217),-87.7022481,41.8740217,
Dr. Lucy Lang Chappell Housing Complex,3222,W Maypole Ave,,,,Chicago,,Active,Service or Programmed Residential Space,Public,Yes,2019,Number changed from 312-234-9400,773-722-9091,,POINT(-87.7071065 41.8837954),-87.7071065,41.8837954,
Dr. Martin Luther King Jr. Club,2950,W Washington Blvd,,,,Chicago,,Active,Social Services & Political Advocacy,Other social service,No,2019,,773-638-5464,,POINT(-87.7008648 41.8832985),-87.7008648,41.8832985,
Ear Enterprises,3415,W Adams St,,,,Chicago,60624,Out of Business,Health Services,Dentist,Yes,2019,"Online phone number has a voicemail that says ""Jimmy's popcorn""",,,POINT(-87.7116812 41.8780474),-87.7116812,41.8780474,
East Park Limited Partnership,3300,W Maypole Ave,,,,Chicago,60624,Out of Business,Service or Programmed Residential Space,Public,Yes,2019,Does not appear on Google. Phone number leads to a habitat company. May have been renamed.,312-527-7463,,POINT(-87.7085187 41.883879),-87.7085187,41.883879,
